,Device ID,Sus Areas Visited & Time,Contaced Black Listed Device(s),First & Last Activity,Lifespan Info
0,4e320097-5103-40eb-978e-fc079e1abba3,{},['4e320097-5103-40eb-978e-fc079e1abba3'],"['2024-04-17 20:10:00', '2024-04-18 00:25:59']","[{'first_seen': '2024-04-17 17:10:00', 'last_seen': '2024-04-17 21:25:59', 'lifespan': '0 days 04:15:59'}]"
