,SERVICE_PROVIDER_ID,COUNTRY_CODE,YEAR_NO,MONTH_NO,DAY_NO,HOUR_NO,NumberOfHits,DATA_TYPE
5145,9,226.0,2023.0,10.0,7.0,6.0,10,GEO DATA
5146,9,226.0,2023.0,10.0,7.0,7.0,13,GEO DATA
5147,9,226.0,2023.0,10.0,7.0,8.0,15,GEO DATA
5148,9,226.0,2023.0,10.0,7.0,9.0,48,GEO DATA
5149,9,226.0,2023.0,10.0,7.0,10.0,10,GEO DATA
5150,9,226.0,2023.0,10.0,7.0,11.0,32,GEO DATA
5151,9,226.0,2023.0,10.0,7.0,12.0,13,GEO DATA
5152,9,226.0,2023.0,10.0,7.0,13.0,22,GEO DATA
5153,9,226.0,2023.0,10.0,7.0,14.0,16,GEO DATA
5154,9,226.0,2023.0,10.0,7.0,15.0,22,GEO DATA
5155,9,226.0,2023.0,10.0,7.0,16.0,12,GEO DATA
5156,9,226.0,2023.0,10.0,7.0,17.0,10,GEO DATA
5157,9,226.0,2023.0,10.0,7.0,18.0,54,GEO DATA
5158,9,226.0,2023.0,10.0,7.0,19.0,11,GEO DATA
5159,9,226.0,2023.0,10.0,7.0,20.0,22,GEO DATA
5160,9,226.0,2023.0,10.0,7.0,21.0,14,GEO DATA
5161,9,226.0,2023.0,10.0,7.0,22.0,19,GEO DATA
5162,9,226.0,2023.0,10.0,7.0,23.0,27,GEO DATA
5163,9,226.0,2023.0,10.0,8.0,0.0,39,GEO DATA
5164,9,226.0,2023.0,10.0,8.0,1.0,19,GEO DATA
5165,9,226.0,2023.0,10.0,8.0,2.0,8,GEO DATA
5166,9,226.0,2023.0,10.0,8.0,7.0,1,GEO DATA
5167,9,226.0,2023.0,10.0,8.0,12.0,1,GEO DATA
5168,9,226.0,2023.0,10.0,8.0,18.0,1,GEO DATA
5169,9,226.0,2023.0,10.0,11.0,7.0,71,GEO DATA
5170,9,226.0,2023.0,10.0,11.0,8.0,34,GEO DATA
5171,9,226.0,2023.0,10.0,11.0,9.0,23,GEO DATA
5172,9,226.0,2023.0,10.0,11.0,10.0,9,GEO DATA
5173,9,226.0,2023.0,10.0,11.0,11.0,19,GEO DATA
5174,9,226.0,2023.0,10.0,11.0,12.0,107,GEO DATA
5175,9,226.0,2023.0,10.0,11.0,13.0,166,GEO DATA
5176,9,226.0,2023.0,10.0,11.0,14.0,33,GEO DATA
5177,9,226.0,2023.0,10.0,11.0,15.0,56,GEO DATA
5178,9,226.0,2023.0,10.0,11.0,16.0,45,GEO DATA
5179,9,226.0,2023.0,10.0,11.0,17.0,72,GEO DATA
5180,9,226.0,2023.0,10.0,11.0,18.0,26,GEO DATA
5181,9,226.0,2023.0,10.0,11.0,19.0,30,GEO DATA
5182,9,226.0,2023.0,10.0,11.0,20.0,19,GEO DATA
5183,9,226.0,2023.0,10.0,11.0,21.0,40,GEO DATA
5184,9,226.0,2023.0,10.0,11.0,22.0,75,GEO DATA
5185,9,226.0,2023.0,10.0,11.0,23.0,107,GEO DATA
5186,9,226.0,2023.0,10.0,12.0,0.0,30,GEO DATA
5187,9,226.0,2023.0,10.0,12.0,1.0,10,GEO DATA
5188,9,226.0,2023.0,10.0,12.0,7.0,12,GEO DATA
5189,9,226.0,2023.0,10.0,12.0,8.0,100,GEO DATA
5190,9,226.0,2023.0,10.0,12.0,9.0,29,GEO DATA
5191,9,226.0,2023.0,10.0,12.0,10.0,10,GEO DATA
5192,9,226.0,2023.0,10.0,12.0,11.0,5,GEO DATA
5193,9,226.0,2023.0,10.0,12.0,12.0,12,GEO DATA
5194,9,226.0,2023.0,10.0,12.0,13.0,14,GEO DATA
5195,9,226.0,2023.0,10.0,12.0,14.0,10,GEO DATA
5196,9,226.0,2023.0,10.0,12.0,15.0,9,GEO DATA
5197,9,226.0,2023.0,10.0,12.0,16.0,2,GEO DATA
5198,9,226.0,2023.0,10.0,12.0,17.0,42,GEO DATA
5199,9,226.0,2023.0,10.0,12.0,18.0,144,GEO DATA
5200,9,226.0,2023.0,10.0,12.0,19.0,25,GEO DATA
5201,9,226.0,2023.0,10.0,12.0,20.0,14,GEO DATA
5202,9,226.0,2023.0,10.0,12.0,21.0,50,GEO DATA
5203,9,226.0,2023.0,10.0,12.0,22.0,20,GEO DATA
5204,9,226.0,2023.0,10.0,12.0,23.0,20,GEO DATA
5205,9,226.0,2023.0,10.0,13.0,0.0,54,GEO DATA
5206,9,226.0,2023.0,10.0,13.0,1.0,4,GEO DATA
5207,9,226.0,2023.0,10.0,13.0,8.0,12,GEO DATA
5208,9,226.0,2023.0,10.0,13.0,10.0,11,GEO DATA
5209,9,226.0,2023.0,10.0,13.0,11.0,15,GEO DATA
5210,9,226.0,2023.0,10.0,13.0,12.0,5,GEO DATA
5211,9,226.0,2023.0,10.0,13.0,13.0,3,GEO DATA
5212,9,226.0,2023.0,10.0,13.0,15.0,18,GEO DATA
5213,9,226.0,2023.0,10.0,13.0,16.0,6,GEO DATA
5214,9,226.0,2023.0,10.0,13.0,20.0,74,GEO DATA
5215,9,226.0,2023.0,10.0,13.0,21.0,35,GEO DATA
5216,9,226.0,2023.0,10.0,13.0,22.0,53,GEO DATA
5217,9,226.0,2023.0,10.0,13.0,23.0,4,GEO DATA
5218,9,226.0,2023.0,10.0,14.0,1.0,17,GEO DATA
5219,9,226.0,2023.0,10.0,14.0,3.0,136,GEO DATA
5220,9,226.0,2023.0,10.0,14.0,4.0,17,GEO DATA
5221,9,226.0,2023.0,10.0,14.0,7.0,34,GEO DATA
5222,9,226.0,2023.0,10.0,14.0,8.0,394,GEO DATA
5223,9,226.0,2023.0,10.0,14.0,9.0,48,GEO DATA
5224,9,226.0,2023.0,10.0,14.0,10.0,54,GEO DATA
5225,9,226.0,2023.0,10.0,14.0,11.0,69,GEO DATA
5226,9,226.0,2023.0,10.0,14.0,12.0,40,GEO DATA
5227,9,226.0,2023.0,10.0,14.0,13.0,28,GEO DATA
5228,9,226.0,2023.0,10.0,14.0,14.0,2,GEO DATA
5229,9,226.0,2023.0,10.0,14.0,15.0,5,GEO DATA
5230,9,226.0,2023.0,10.0,14.0,16.0,63,GEO DATA
5231,9,226.0,2023.0,10.0,14.0,17.0,106,GEO DATA
5232,9,226.0,2023.0,10.0,14.0,18.0,82,GEO DATA
5233,9,226.0,2023.0,10.0,14.0,19.0,124,GEO DATA
5234,9,226.0,2023.0,10.0,14.0,20.0,107,GEO DATA
5235,9,226.0,2023.0,10.0,14.0,21.0,97,GEO DATA
5236,9,226.0,2023.0,10.0,14.0,22.0,14,GEO DATA
5237,9,226.0,2023.0,10.0,14.0,23.0,65,GEO DATA
5238,9,226.0,2023.0,10.0,15.0,0.0,3,GEO DATA
5239,9,226.0,2023.0,10.0,15.0,1.0,4,GEO DATA
5240,9,226.0,2023.0,10.0,15.0,3.0,9,GEO DATA
5241,9,226.0,2023.0,10.0,15.0,4.0,110,GEO DATA
5242,9,226.0,2023.0,10.0,15.0,8.0,26,GEO DATA
5243,9,226.0,2023.0,10.0,15.0,9.0,48,GEO DATA
5244,9,226.0,2023.0,10.0,15.0,10.0,95,GEO DATA
5245,9,226.0,2023.0,10.0,15.0,12.0,35,GEO DATA
5246,9,226.0,2023.0,10.0,15.0,13.0,39,GEO DATA
5247,9,226.0,2023.0,10.0,15.0,14.0,76,GEO DATA
5248,9,226.0,2023.0,10.0,15.0,15.0,12,GEO DATA
5249,9,226.0,2023.0,10.0,15.0,16.0,15,GEO DATA
5250,9,226.0,2023.0,10.0,15.0,17.0,3,GEO DATA
5251,9,226.0,2023.0,10.0,15.0,18.0,2,GEO DATA
5252,9,226.0,2023.0,10.0,15.0,19.0,60,GEO DATA
5253,9,226.0,2023.0,10.0,15.0,20.0,14,GEO DATA
5254,9,226.0,2023.0,10.0,15.0,22.0,19,GEO DATA
5255,9,226.0,2023.0,10.0,15.0,23.0,85,GEO DATA
5256,9,226.0,2023.0,10.0,16.0,0.0,10,GEO DATA
5257,9,226.0,2023.0,10.0,16.0,1.0,6,GEO DATA
5258,9,226.0,2023.0,10.0,16.0,2.0,287,GEO DATA
5259,9,226.0,2023.0,10.0,16.0,3.0,50,GEO DATA
5260,9,226.0,2023.0,10.0,16.0,4.0,29,GEO DATA
5261,9,226.0,2023.0,10.0,16.0,5.0,32,GEO DATA
5262,9,226.0,2023.0,10.0,16.0,6.0,34,GEO DATA
5263,9,226.0,2023.0,10.0,16.0,7.0,36,GEO DATA
5264,9,226.0,2023.0,10.0,16.0,8.0,44,GEO DATA
5265,9,226.0,2023.0,10.0,16.0,9.0,63,GEO DATA
5266,9,226.0,2023.0,10.0,16.0,10.0,65,GEO DATA
5267,9,226.0,2023.0,10.0,16.0,11.0,40,GEO DATA
5268,9,226.0,2023.0,10.0,16.0,12.0,41,GEO DATA
5269,9,226.0,2023.0,10.0,16.0,13.0,37,GEO DATA
5270,9,226.0,2023.0,10.0,16.0,14.0,32,GEO DATA
5271,9,226.0,2023.0,10.0,16.0,15.0,65,GEO DATA
5272,9,226.0,2023.0,10.0,16.0,16.0,26,GEO DATA
5273,9,226.0,2023.0,10.0,16.0,17.0,50,GEO DATA
5274,9,226.0,2023.0,10.0,16.0,18.0,119,GEO DATA
5275,9,226.0,2023.0,10.0,16.0,19.0,54,GEO DATA
5276,9,226.0,2023.0,10.0,16.0,20.0,51,GEO DATA
5277,9,226.0,2023.0,10.0,16.0,21.0,48,GEO DATA
5278,9,226.0,2023.0,10.0,16.0,22.0,40,GEO DATA
5279,9,226.0,2023.0,10.0,16.0,23.0,40,GEO DATA
5280,9,226.0,2023.0,10.0,17.0,0.0,19,GEO DATA
5281,9,226.0,2023.0,10.0,17.0,1.0,34,GEO DATA
5282,9,226.0,2023.0,10.0,17.0,2.0,39,GEO DATA
5283,9,226.0,2023.0,10.0,17.0,9.0,92,GEO DATA
5284,9,226.0,2023.0,10.0,17.0,10.0,49,GEO DATA
5285,9,226.0,2023.0,10.0,17.0,11.0,2,GEO DATA
5286,9,226.0,2023.0,10.0,17.0,12.0,2,GEO DATA
5287,9,226.0,2023.0,10.0,17.0,15.0,32,GEO DATA
5288,9,226.0,2023.0,10.0,17.0,17.0,37,GEO DATA
5289,9,226.0,2023.0,10.0,17.0,18.0,7,GEO DATA
5290,9,226.0,2023.0,10.0,17.0,19.0,20,GEO DATA
5291,9,226.0,2023.0,10.0,17.0,20.0,104,GEO DATA
5292,9,226.0,2023.0,10.0,17.0,21.0,114,GEO DATA
5293,9,226.0,2023.0,10.0,17.0,22.0,124,GEO DATA
5294,9,226.0,2023.0,10.0,17.0,23.0,86,GEO DATA
5295,9,226.0,2023.0,10.0,18.0,1.0,6,GEO DATA
5296,9,226.0,2023.0,10.0,18.0,2.0,15,GEO DATA
5297,9,226.0,2023.0,10.0,18.0,3.0,121,GEO DATA
5298,9,226.0,2023.0,10.0,18.0,4.0,90,GEO DATA
5299,9,226.0,2023.0,10.0,18.0,5.0,68,GEO DATA
5300,9,226.0,2023.0,10.0,18.0,6.0,70,GEO DATA
5301,9,226.0,2023.0,10.0,18.0,7.0,144,GEO DATA
5302,9,226.0,2023.0,10.0,18.0,8.0,95,GEO DATA
5303,9,226.0,2023.0,10.0,18.0,9.0,101,GEO DATA
5304,9,226.0,2023.0,10.0,18.0,10.0,41,GEO DATA
5305,9,226.0,2023.0,10.0,18.0,11.0,132,GEO DATA
5306,9,226.0,2023.0,10.0,18.0,12.0,58,GEO DATA
5307,9,226.0,2023.0,10.0,18.0,13.0,50,GEO DATA
5308,9,226.0,2023.0,10.0,18.0,14.0,99,GEO DATA
5309,9,226.0,2023.0,10.0,18.0,15.0,104,GEO DATA
5310,9,226.0,2023.0,10.0,18.0,16.0,168,GEO DATA
5311,9,226.0,2023.0,10.0,18.0,17.0,85,GEO DATA
5312,9,226.0,2023.0,10.0,18.0,18.0,86,GEO DATA
5313,9,226.0,2023.0,10.0,18.0,19.0,112,GEO DATA
5314,9,226.0,2023.0,10.0,18.0,20.0,154,GEO DATA
5315,9,226.0,2023.0,10.0,18.0,21.0,117,GEO DATA
5316,9,226.0,2023.0,10.0,18.0,22.0,38,GEO DATA
5317,9,226.0,2023.0,10.0,18.0,23.0,227,GEO DATA
5318,9,226.0,2023.0,10.0,19.0,0.0,182,GEO DATA
5319,9,226.0,2023.0,10.0,19.0,1.0,182,GEO DATA
5320,9,226.0,2023.0,10.0,19.0,2.0,38,GEO DATA
5321,9,226.0,2023.0,10.0,19.0,3.0,100,GEO DATA
5322,9,226.0,2023.0,10.0,19.0,4.0,100,GEO DATA
5323,9,226.0,2023.0,10.0,19.0,5.0,72,GEO DATA
5324,9,226.0,2023.0,10.0,19.0,6.0,55,GEO DATA
5325,9,226.0,2023.0,10.0,19.0,7.0,73,GEO DATA
5326,9,226.0,2023.0,10.0,19.0,8.0,73,GEO DATA
5327,9,226.0,2023.0,10.0,19.0,9.0,98,GEO DATA
5328,9,226.0,2023.0,10.0,19.0,10.0,51,GEO DATA
5329,9,226.0,2023.0,10.0,19.0,11.0,52,GEO DATA
5330,9,226.0,2023.0,10.0,19.0,12.0,58,GEO DATA
5331,9,226.0,2023.0,10.0,19.0,13.0,82,GEO DATA
5332,9,226.0,2023.0,10.0,19.0,14.0,116,GEO DATA
5333,9,226.0,2023.0,10.0,19.0,15.0,96,GEO DATA
5334,9,226.0,2023.0,10.0,19.0,16.0,263,GEO DATA
5335,9,226.0,2023.0,10.0,19.0,17.0,211,GEO DATA
5336,9,226.0,2023.0,10.0,19.0,18.0,110,GEO DATA
5337,9,226.0,2023.0,10.0,19.0,19.0,243,GEO DATA
5338,9,226.0,2023.0,10.0,19.0,20.0,368,GEO DATA
5339,9,226.0,2023.0,10.0,19.0,21.0,102,GEO DATA
5340,9,226.0,2023.0,10.0,19.0,22.0,83,GEO DATA
5341,9,226.0,2023.0,10.0,19.0,23.0,46,GEO DATA
5342,9,226.0,2023.0,10.0,20.0,0.0,184,GEO DATA
5343,9,226.0,2023.0,10.0,20.0,1.0,206,GEO DATA
5344,9,226.0,2023.0,10.0,20.0,2.0,373,GEO DATA
5345,9,226.0,2023.0,10.0,20.0,3.0,109,GEO DATA
5346,9,226.0,2023.0,10.0,20.0,4.0,40,GEO DATA
5347,9,226.0,2023.0,10.0,20.0,5.0,62,GEO DATA
5348,9,226.0,2023.0,10.0,20.0,6.0,40,GEO DATA
5349,9,226.0,2023.0,10.0,20.0,7.0,41,GEO DATA
5350,9,226.0,2023.0,10.0,20.0,8.0,65,GEO DATA
5351,9,226.0,2023.0,10.0,20.0,9.0,99,GEO DATA
5352,9,226.0,2023.0,10.0,20.0,10.0,21,GEO DATA
5353,9,226.0,2023.0,10.0,20.0,11.0,26,GEO DATA
5354,9,226.0,2023.0,10.0,20.0,12.0,43,GEO DATA
5355,9,226.0,2023.0,10.0,20.0,13.0,30,GEO DATA
5356,9,226.0,2023.0,10.0,20.0,14.0,53,GEO DATA
5357,9,226.0,2023.0,10.0,20.0,15.0,50,GEO DATA
5358,9,226.0,2023.0,10.0,20.0,16.0,89,GEO DATA
5359,9,226.0,2023.0,10.0,20.0,17.0,20,GEO DATA
5360,9,226.0,2023.0,10.0,20.0,18.0,41,GEO DATA
5361,9,226.0,2023.0,10.0,20.0,19.0,102,GEO DATA
5362,9,226.0,2023.0,10.0,20.0,20.0,213,GEO DATA
5363,9,226.0,2023.0,10.0,20.0,21.0,116,GEO DATA
5364,9,226.0,2023.0,10.0,20.0,22.0,55,GEO DATA
5365,9,226.0,2023.0,10.0,20.0,23.0,147,GEO DATA
5366,9,226.0,2023.0,10.0,21.0,0.0,103,GEO DATA
5367,9,226.0,2023.0,10.0,21.0,1.0,84,GEO DATA
5368,9,226.0,2023.0,10.0,21.0,2.0,26,GEO DATA
5369,9,226.0,2023.0,10.0,21.0,3.0,19,GEO DATA
5370,9,226.0,2023.0,10.0,21.0,4.0,21,GEO DATA
5371,9,226.0,2023.0,10.0,21.0,5.0,24,GEO DATA
5372,9,226.0,2023.0,10.0,21.0,6.0,19,GEO DATA
5373,9,226.0,2023.0,10.0,21.0,7.0,44,GEO DATA
5374,9,226.0,2023.0,10.0,21.0,8.0,30,GEO DATA
5375,9,226.0,2023.0,10.0,21.0,9.0,39,GEO DATA
5376,9,226.0,2023.0,10.0,21.0,10.0,35,GEO DATA
5377,9,226.0,2023.0,10.0,21.0,11.0,24,GEO DATA
5378,9,226.0,2023.0,10.0,21.0,12.0,32,GEO DATA
5379,9,226.0,2023.0,10.0,21.0,13.0,69,GEO DATA
5380,9,226.0,2023.0,10.0,21.0,14.0,76,GEO DATA
5381,9,226.0,2023.0,10.0,21.0,15.0,96,GEO DATA
5382,9,226.0,2023.0,10.0,21.0,16.0,33,GEO DATA
5383,9,226.0,2023.0,10.0,21.0,17.0,43,GEO DATA
5384,9,226.0,2023.0,10.0,21.0,18.0,36,GEO DATA
5385,9,226.0,2023.0,10.0,21.0,19.0,18,GEO DATA
5386,9,226.0,2023.0,10.0,21.0,20.0,35,GEO DATA
5387,9,226.0,2023.0,10.0,21.0,21.0,58,GEO DATA
5388,9,226.0,2023.0,10.0,21.0,22.0,57,GEO DATA
5389,9,226.0,2023.0,10.0,21.0,23.0,48,GEO DATA
5390,9,226.0,2023.0,10.0,22.0,0.0,36,GEO DATA
5391,9,226.0,2023.0,10.0,22.0,1.0,29,GEO DATA
5392,9,226.0,2023.0,10.0,22.0,2.0,59,GEO DATA
5393,9,226.0,2023.0,10.0,22.0,3.0,68,GEO DATA
5394,9,226.0,2023.0,10.0,22.0,4.0,40,GEO DATA
5395,9,226.0,2023.0,10.0,22.0,5.0,43,GEO DATA
5396,9,226.0,2023.0,10.0,22.0,6.0,41,GEO DATA
5397,9,226.0,2023.0,10.0,22.0,7.0,31,GEO DATA
5398,9,226.0,2023.0,10.0,22.0,8.0,22,GEO DATA
5399,9,226.0,2023.0,10.0,22.0,9.0,125,GEO DATA
5400,9,226.0,2023.0,10.0,22.0,10.0,29,GEO DATA
5401,9,226.0,2023.0,10.0,22.0,11.0,47,GEO DATA
5402,9,226.0,2023.0,10.0,22.0,12.0,26,GEO DATA
5403,9,226.0,2023.0,10.0,22.0,13.0,57,GEO DATA
5404,9,226.0,2023.0,10.0,22.0,14.0,74,GEO DATA
5405,9,226.0,2023.0,10.0,22.0,15.0,72,GEO DATA
5406,9,226.0,2023.0,10.0,22.0,16.0,45,GEO DATA
5407,9,226.0,2023.0,10.0,22.0,17.0,165,GEO DATA
5408,9,226.0,2023.0,10.0,22.0,18.0,208,GEO DATA
5409,9,226.0,2023.0,10.0,22.0,19.0,51,GEO DATA
5410,9,226.0,2023.0,10.0,22.0,20.0,84,GEO DATA
5411,9,226.0,2023.0,10.0,22.0,21.0,152,GEO DATA
5412,9,226.0,2023.0,10.0,22.0,22.0,81,GEO DATA
5413,9,226.0,2023.0,10.0,22.0,23.0,36,GEO DATA
5414,9,226.0,2023.0,10.0,23.0,0.0,32,GEO DATA
5415,9,226.0,2023.0,10.0,23.0,1.0,45,GEO DATA
5416,9,226.0,2023.0,10.0,23.0,2.0,62,GEO DATA
5417,9,226.0,2023.0,10.0,23.0,3.0,52,GEO DATA
5418,9,226.0,2023.0,10.0,23.0,4.0,30,GEO DATA
5419,9,226.0,2023.0,10.0,23.0,5.0,36,GEO DATA
5420,9,226.0,2023.0,10.0,23.0,6.0,37,GEO DATA
5421,9,226.0,2023.0,10.0,23.0,7.0,74,GEO DATA
5422,9,226.0,2023.0,10.0,23.0,8.0,62,GEO DATA
5423,9,226.0,2023.0,10.0,23.0,9.0,154,GEO DATA
5424,9,226.0,2023.0,10.0,23.0,10.0,73,GEO DATA
5425,9,226.0,2023.0,10.0,23.0,11.0,148,GEO DATA
5426,9,226.0,2023.0,10.0,23.0,12.0,81,GEO DATA
5427,9,226.0,2023.0,10.0,23.0,13.0,323,GEO DATA
5428,9,226.0,2023.0,10.0,23.0,14.0,113,GEO DATA
5429,9,226.0,2023.0,10.0,23.0,15.0,60,GEO DATA
5430,9,226.0,2023.0,10.0,23.0,16.0,52,GEO DATA
5431,9,226.0,2023.0,10.0,23.0,17.0,416,GEO DATA
5432,9,226.0,2023.0,10.0,23.0,18.0,48,GEO DATA
5433,9,226.0,2023.0,10.0,23.0,19.0,190,GEO DATA
5434,9,226.0,2023.0,10.0,23.0,20.0,160,GEO DATA
5435,9,226.0,2023.0,10.0,23.0,21.0,335,GEO DATA
5436,9,226.0,2023.0,10.0,23.0,22.0,365,GEO DATA
5437,9,226.0,2023.0,10.0,23.0,23.0,38,GEO DATA
5438,9,226.0,2023.0,10.0,24.0,0.0,29,GEO DATA
5439,9,226.0,2023.0,10.0,24.0,1.0,18,GEO DATA
5440,9,226.0,2023.0,10.0,24.0,2.0,86,GEO DATA
5441,9,226.0,2023.0,10.0,24.0,3.0,115,GEO DATA
5442,9,226.0,2023.0,10.0,24.0,4.0,99,GEO DATA
5443,9,226.0,2023.0,10.0,24.0,5.0,105,GEO DATA
5444,9,226.0,2023.0,10.0,24.0,6.0,90,GEO DATA
5445,9,226.0,2023.0,10.0,24.0,7.0,91,GEO DATA
5446,9,226.0,2023.0,10.0,24.0,8.0,88,GEO DATA
5447,9,226.0,2023.0,10.0,24.0,9.0,122,GEO DATA
5448,9,226.0,2023.0,10.0,24.0,10.0,101,GEO DATA
5449,9,226.0,2023.0,10.0,24.0,11.0,93,GEO DATA
5450,9,226.0,2023.0,10.0,24.0,12.0,77,GEO DATA
5451,9,226.0,2023.0,10.0,24.0,13.0,112,GEO DATA
5452,9,226.0,2023.0,10.0,24.0,14.0,100,GEO DATA
5453,9,226.0,2023.0,10.0,24.0,15.0,262,GEO DATA
5454,9,226.0,2023.0,10.0,24.0,16.0,207,GEO DATA
5455,9,226.0,2023.0,10.0,24.0,17.0,263,GEO DATA
5456,9,226.0,2023.0,10.0,24.0,18.0,95,GEO DATA
5457,9,226.0,2023.0,10.0,24.0,19.0,78,GEO DATA
5458,9,226.0,2023.0,10.0,24.0,20.0,174,GEO DATA
5459,9,226.0,2023.0,10.0,24.0,21.0,127,GEO DATA
5460,9,226.0,2023.0,10.0,24.0,22.0,103,GEO DATA
5461,9,226.0,2023.0,10.0,24.0,23.0,74,GEO DATA
5462,9,226.0,2023.0,10.0,25.0,0.0,70,GEO DATA
5463,9,226.0,2023.0,10.0,25.0,1.0,32,GEO DATA
5464,9,226.0,2023.0,10.0,25.0,2.0,42,GEO DATA
5465,9,226.0,2023.0,10.0,25.0,3.0,22,GEO DATA
5466,9,226.0,2023.0,10.0,25.0,4.0,23,GEO DATA
5467,9,226.0,2023.0,10.0,25.0,5.0,30,GEO DATA
5468,9,226.0,2023.0,10.0,25.0,6.0,42,GEO DATA
5469,9,226.0,2023.0,10.0,25.0,7.0,47,GEO DATA
5470,9,226.0,2023.0,10.0,25.0,8.0,75,GEO DATA
5471,9,226.0,2023.0,10.0,25.0,9.0,63,GEO DATA
5472,9,226.0,2023.0,10.0,25.0,10.0,66,GEO DATA
5473,9,226.0,2023.0,10.0,25.0,11.0,88,GEO DATA
5474,9,226.0,2023.0,10.0,25.0,12.0,100,GEO DATA
5475,9,226.0,2023.0,10.0,25.0,13.0,55,GEO DATA
5476,9,226.0,2023.0,10.0,25.0,14.0,72,GEO DATA
5477,9,226.0,2023.0,10.0,25.0,15.0,51,GEO DATA
5478,9,226.0,2023.0,10.0,25.0,16.0,50,GEO DATA
5479,9,226.0,2023.0,10.0,25.0,17.0,23,GEO DATA
5480,9,226.0,2023.0,10.0,25.0,18.0,21,GEO DATA
5481,9,226.0,2023.0,10.0,25.0,19.0,12,GEO DATA
5482,9,226.0,2023.0,10.0,25.0,20.0,12,GEO DATA
5483,9,226.0,2023.0,10.0,25.0,21.0,14,GEO DATA
5484,9,226.0,2023.0,10.0,25.0,22.0,14,GEO DATA
5485,9,226.0,2023.0,10.0,25.0,23.0,59,GEO DATA
5486,9,226.0,2023.0,10.0,26.0,0.0,52,GEO DATA
5487,9,226.0,2023.0,10.0,26.0,1.0,30,GEO DATA
5488,9,226.0,2023.0,10.0,26.0,2.0,25,GEO DATA
5489,9,226.0,2023.0,10.0,26.0,3.0,53,GEO DATA
5490,9,226.0,2023.0,10.0,26.0,4.0,48,GEO DATA
5491,9,226.0,2023.0,10.0,26.0,5.0,52,GEO DATA
5492,9,226.0,2023.0,10.0,26.0,6.0,63,GEO DATA
5493,9,226.0,2023.0,10.0,26.0,7.0,70,GEO DATA
5494,9,226.0,2023.0,10.0,26.0,8.0,74,GEO DATA
5495,9,226.0,2023.0,10.0,26.0,9.0,62,GEO DATA
5496,9,226.0,2023.0,10.0,26.0,10.0,64,GEO DATA
5497,9,226.0,2023.0,10.0,26.0,11.0,71,GEO DATA
5498,9,226.0,2023.0,10.0,26.0,12.0,83,GEO DATA
5499,9,226.0,2023.0,10.0,26.0,13.0,91,GEO DATA
5500,9,226.0,2023.0,10.0,26.0,14.0,75,GEO DATA
5501,9,226.0,2023.0,10.0,26.0,15.0,86,GEO DATA
5502,9,226.0,2023.0,10.0,26.0,16.0,71,GEO DATA
5503,9,226.0,2023.0,10.0,26.0,17.0,80,GEO DATA
5504,9,226.0,2023.0,10.0,26.0,18.0,59,GEO DATA
5505,9,226.0,2023.0,10.0,26.0,19.0,73,GEO DATA
5506,9,226.0,2023.0,10.0,26.0,20.0,85,GEO DATA
5507,9,226.0,2023.0,10.0,26.0,21.0,82,GEO DATA
5508,9,226.0,2023.0,10.0,26.0,22.0,79,GEO DATA
5509,9,226.0,2023.0,10.0,26.0,23.0,68,GEO DATA
5510,9,226.0,2023.0,10.0,27.0,0.0,64,GEO DATA
5511,9,226.0,2023.0,10.0,27.0,1.0,69,GEO DATA
5512,9,226.0,2023.0,10.0,27.0,2.0,54,GEO DATA
5513,9,226.0,2023.0,10.0,27.0,3.0,16,GEO DATA
5514,9,226.0,2023.0,10.0,27.0,4.0,22,GEO DATA
5515,9,226.0,2023.0,10.0,27.0,5.0,16,GEO DATA
5516,9,226.0,2023.0,10.0,27.0,6.0,14,GEO DATA
5517,9,226.0,2023.0,10.0,27.0,7.0,20,GEO DATA
5518,9,226.0,2023.0,10.0,27.0,8.0,20,GEO DATA
5519,9,226.0,2023.0,10.0,27.0,9.0,26,GEO DATA
5520,9,226.0,2023.0,10.0,27.0,10.0,27,GEO DATA
5521,9,226.0,2023.0,10.0,27.0,11.0,27,GEO DATA
5522,9,226.0,2023.0,10.0,27.0,12.0,21,GEO DATA
5523,9,226.0,2023.0,10.0,27.0,13.0,18,GEO DATA
5524,9,226.0,2023.0,10.0,27.0,14.0,28,GEO DATA
5525,9,226.0,2023.0,10.0,27.0,15.0,38,GEO DATA
5526,9,226.0,2023.0,10.0,27.0,16.0,37,GEO DATA
5527,9,226.0,2023.0,10.0,27.0,17.0,35,GEO DATA
5528,9,226.0,2023.0,10.0,27.0,18.0,45,GEO DATA
5529,9,226.0,2023.0,10.0,27.0,19.0,39,GEO DATA
5530,9,226.0,2023.0,10.0,27.0,20.0,50,GEO DATA
5531,9,226.0,2023.0,10.0,27.0,21.0,37,GEO DATA
5532,9,226.0,2023.0,10.0,27.0,22.0,16,GEO DATA
5533,9,226.0,2023.0,10.0,27.0,23.0,30,GEO DATA
5534,9,226.0,2023.0,10.0,28.0,0.0,35,GEO DATA
5535,9,226.0,2023.0,10.0,28.0,1.0,18,GEO DATA
5536,9,226.0,2023.0,10.0,28.0,2.0,18,GEO DATA
5537,9,226.0,2023.0,10.0,28.0,7.0,4,GEO DATA
5538,9,226.0,2023.0,10.0,28.0,8.0,10,GEO DATA
5539,9,226.0,2023.0,10.0,28.0,9.0,15,GEO DATA
5540,9,226.0,2023.0,10.0,28.0,10.0,7,GEO DATA
5541,9,226.0,2023.0,10.0,28.0,11.0,16,GEO DATA
