,SERVICE_PROVIDER_ID,COUNTRY_CODE,YEAR_NO,MONTH_NO,DAY_NO,HOUR_NO,NumberOfHits,DATA_TYPE
1005,8,120.0,2023.0,11.0,8.0,13.0,7928,GEO DATA
1006,8,120.0,2023.0,11.0,8.0,14.0,11812,GEO DATA
1007,8,120.0,2023.0,11.0,8.0,15.0,12510,GEO DATA
1008,8,120.0,2023.0,11.0,8.0,16.0,13869,GEO DATA
1009,8,120.0,2023.0,11.0,8.0,17.0,12675,GEO DATA
1010,8,120.0,2023.0,11.0,8.0,18.0,12921,GEO DATA
1011,8,120.0,2023.0,11.0,8.0,19.0,12480,GEO DATA
1012,8,120.0,2023.0,11.0,8.0,20.0,10897,GEO DATA
1013,8,120.0,2023.0,11.0,8.0,21.0,7078,GEO DATA
1014,8,120.0,2023.0,11.0,8.0,22.0,6409,GEO DATA
1015,8,120.0,2023.0,11.0,8.0,23.0,5400,GEO DATA
1016,8,120.0,2023.0,11.0,9.0,0.0,5786,GEO DATA
1017,8,120.0,2023.0,11.0,9.0,1.0,5824,GEO DATA
1018,8,120.0,2023.0,11.0,9.0,2.0,5239,GEO DATA
1019,8,120.0,2023.0,11.0,9.0,3.0,4975,GEO DATA
1020,8,120.0,2023.0,11.0,9.0,4.0,4699,GEO DATA
1021,8,120.0,2023.0,11.0,9.0,5.0,4713,GEO DATA
1022,8,120.0,2023.0,11.0,9.0,6.0,5085,GEO DATA
1023,8,120.0,2023.0,11.0,9.0,7.0,5822,GEO DATA
1024,8,120.0,2023.0,11.0,9.0,8.0,6733,GEO DATA
1025,8,120.0,2023.0,11.0,9.0,9.0,7921,GEO DATA
1026,8,120.0,2023.0,11.0,9.0,10.0,8110,GEO DATA
1027,8,120.0,2023.0,11.0,9.0,11.0,8293,GEO DATA
1028,8,120.0,2023.0,11.0,9.0,12.0,8675,GEO DATA
1029,8,120.0,2023.0,11.0,9.0,13.0,8812,GEO DATA
1030,8,120.0,2023.0,11.0,9.0,14.0,8420,GEO DATA
1031,8,120.0,2023.0,11.0,9.0,15.0,8142,GEO DATA
1032,8,120.0,2023.0,11.0,9.0,16.0,8131,GEO DATA
1033,8,120.0,2023.0,11.0,9.0,17.0,8167,GEO DATA
1034,8,120.0,2023.0,11.0,9.0,18.0,7834,GEO DATA
1035,8,120.0,2023.0,11.0,9.0,19.0,8520,GEO DATA
1036,8,120.0,2023.0,11.0,9.0,20.0,6364,GEO DATA
1037,8,120.0,2023.0,11.0,9.0,21.0,6314,GEO DATA
1038,8,120.0,2023.0,11.0,9.0,22.0,4623,GEO DATA
1039,8,120.0,2023.0,11.0,9.0,23.0,5032,GEO DATA
1040,8,120.0,2023.0,11.0,10.0,0.0,5658,GEO DATA
1041,8,120.0,2023.0,11.0,10.0,1.0,5845,GEO DATA
1042,8,120.0,2023.0,11.0,10.0,2.0,4767,GEO DATA
1043,8,120.0,2023.0,11.0,10.0,3.0,4351,GEO DATA
1044,8,120.0,2023.0,11.0,10.0,4.0,4235,GEO DATA
1045,8,120.0,2023.0,11.0,10.0,5.0,4346,GEO DATA
1046,8,120.0,2023.0,11.0,10.0,6.0,4745,GEO DATA
1047,8,120.0,2023.0,11.0,10.0,7.0,5663,GEO DATA
1048,8,120.0,2023.0,11.0,10.0,8.0,8355,GEO DATA
1049,8,120.0,2023.0,11.0,10.0,9.0,10367,GEO DATA
1050,8,120.0,2023.0,11.0,10.0,10.0,13330,GEO DATA
1051,8,120.0,2023.0,11.0,10.0,11.0,13845,GEO DATA
1052,8,120.0,2023.0,11.0,10.0,12.0,12029,GEO DATA
1053,8,120.0,2023.0,11.0,10.0,13.0,8957,GEO DATA
1054,8,120.0,2023.0,11.0,10.0,14.0,6000,GEO DATA
1055,8,120.0,2023.0,11.0,10.0,15.0,5044,GEO DATA
1056,8,120.0,2023.0,11.0,10.0,16.0,4149,GEO DATA
1057,8,120.0,2023.0,11.0,10.0,17.0,3256,GEO DATA
1058,8,120.0,2023.0,11.0,10.0,18.0,2748,GEO DATA
1059,8,120.0,2023.0,11.0,10.0,19.0,2904,GEO DATA
1060,8,120.0,2023.0,11.0,10.0,20.0,3059,GEO DATA
1061,8,120.0,2023.0,11.0,10.0,21.0,3630,GEO DATA
1062,8,120.0,2023.0,11.0,10.0,22.0,4339,GEO DATA
1063,8,120.0,2023.0,11.0,10.0,23.0,5173,GEO DATA
1064,8,120.0,2023.0,11.0,11.0,0.0,5217,GEO DATA
1065,8,120.0,2023.0,11.0,11.0,1.0,5359,GEO DATA
1066,8,120.0,2023.0,11.0,11.0,2.0,4564,GEO DATA
1067,8,120.0,2023.0,11.0,11.0,3.0,4403,GEO DATA
1068,8,120.0,2023.0,11.0,11.0,4.0,4254,GEO DATA
1069,8,120.0,2023.0,11.0,11.0,5.0,4362,GEO DATA
1070,8,120.0,2023.0,11.0,11.0,6.0,4263,GEO DATA
1071,8,120.0,2023.0,11.0,11.0,7.0,4863,GEO DATA
1072,8,120.0,2023.0,11.0,11.0,8.0,5235,GEO DATA
1073,8,120.0,2023.0,11.0,11.0,9.0,5489,GEO DATA
1074,8,120.0,2023.0,11.0,11.0,10.0,5378,GEO DATA
1075,8,120.0,2023.0,11.0,11.0,11.0,5517,GEO DATA
1076,8,120.0,2023.0,11.0,11.0,12.0,5460,GEO DATA
1077,8,120.0,2023.0,11.0,11.0,13.0,4911,GEO DATA
1078,8,120.0,2023.0,11.0,11.0,14.0,4641,GEO DATA
1079,8,120.0,2023.0,11.0,11.0,15.0,4205,GEO DATA
1080,8,120.0,2023.0,11.0,11.0,16.0,3572,GEO DATA
1081,8,120.0,2023.0,11.0,11.0,17.0,2687,GEO DATA
1082,8,120.0,2023.0,11.0,11.0,18.0,2349,GEO DATA
1083,8,120.0,2023.0,11.0,11.0,19.0,2535,GEO DATA
1084,8,120.0,2023.0,11.0,11.0,20.0,2836,GEO DATA
1085,8,120.0,2023.0,11.0,11.0,21.0,3393,GEO DATA
1086,8,120.0,2023.0,11.0,11.0,22.0,3640,GEO DATA
1087,8,120.0,2023.0,11.0,11.0,23.0,4319,GEO DATA
1088,8,120.0,2023.0,11.0,12.0,0.0,5135,GEO DATA
1089,8,120.0,2023.0,11.0,12.0,1.0,4899,GEO DATA
1090,8,120.0,2023.0,11.0,12.0,2.0,9,GEO DATA
1091,8,120.0,2023.0,11.0,12.0,3.0,7,GEO DATA
1092,8,120.0,2023.0,11.0,12.0,4.0,6,GEO DATA
1093,8,120.0,2023.0,11.0,12.0,5.0,9,GEO DATA
1094,8,120.0,2023.0,11.0,12.0,6.0,16,GEO DATA
1095,8,120.0,2023.0,11.0,12.0,7.0,16,GEO DATA
1096,8,120.0,2023.0,11.0,12.0,8.0,12,GEO DATA
1097,8,120.0,2023.0,11.0,12.0,9.0,69,GEO DATA
1098,8,120.0,2023.0,11.0,12.0,10.0,15,GEO DATA
1099,8,120.0,2023.0,11.0,12.0,11.0,16,GEO DATA
1100,8,120.0,2023.0,11.0,12.0,12.0,11,GEO DATA
1101,8,120.0,2023.0,11.0,12.0,13.0,20,GEO DATA
1102,8,120.0,2023.0,11.0,12.0,14.0,18,GEO DATA
1103,8,120.0,2023.0,11.0,12.0,15.0,27,GEO DATA
1104,8,120.0,2023.0,11.0,12.0,16.0,21,GEO DATA
1105,8,120.0,2023.0,11.0,12.0,17.0,5,GEO DATA
1106,8,120.0,2023.0,11.0,12.0,18.0,1,GEO DATA
1107,8,120.0,2023.0,11.0,12.0,19.0,1,GEO DATA
1108,8,140.0,2023.0,10.0,3.0,3.0,3,GEO DATA
1109,8,140.0,2023.0,10.0,3.0,4.0,4,GEO DATA
1110,8,140.0,2023.0,10.0,3.0,5.0,9,GEO DATA
1111,8,140.0,2023.0,10.0,3.0,6.0,5,GEO DATA
1112,8,140.0,2023.0,10.0,3.0,7.0,87,GEO DATA
1113,8,140.0,2023.0,10.0,3.0,8.0,66,GEO DATA
1114,8,140.0,2023.0,10.0,3.0,9.0,16,GEO DATA
1115,8,140.0,2023.0,10.0,3.0,10.0,182,GEO DATA
1116,8,140.0,2023.0,10.0,3.0,11.0,78,GEO DATA
1117,8,140.0,2023.0,10.0,3.0,12.0,161,GEO DATA
1118,8,140.0,2023.0,10.0,3.0,13.0,168,GEO DATA
1119,8,140.0,2023.0,10.0,3.0,14.0,80,GEO DATA
1120,8,140.0,2023.0,10.0,3.0,15.0,56,GEO DATA
1121,8,140.0,2023.0,10.0,3.0,16.0,26,GEO DATA
1122,8,140.0,2023.0,10.0,3.0,17.0,223,GEO DATA
1123,8,140.0,2023.0,10.0,3.0,18.0,278,GEO DATA
1124,8,140.0,2023.0,10.0,3.0,19.0,34,GEO DATA
1125,8,140.0,2023.0,10.0,3.0,20.0,132,GEO DATA
1126,8,140.0,2023.0,10.0,3.0,21.0,53,GEO DATA
1127,8,140.0,2023.0,10.0,3.0,22.0,86,GEO DATA
1128,8,140.0,2023.0,10.0,3.0,23.0,90,GEO DATA
1129,8,140.0,2023.0,10.0,4.0,0.0,2,GEO DATA
1130,8,140.0,2023.0,10.0,4.0,1.0,57,GEO DATA
1131,8,140.0,2023.0,10.0,4.0,2.0,22,GEO DATA
1132,8,140.0,2023.0,10.0,4.0,4.0,9,GEO DATA
1133,8,140.0,2023.0,10.0,4.0,5.0,3,GEO DATA
1134,8,140.0,2023.0,10.0,4.0,6.0,41,GEO DATA
1135,8,140.0,2023.0,10.0,4.0,7.0,97,GEO DATA
1136,8,140.0,2023.0,10.0,4.0,8.0,2,GEO DATA
1137,8,140.0,2023.0,10.0,4.0,9.0,15,GEO DATA
1138,8,140.0,2023.0,10.0,4.0,10.0,60,GEO DATA
1139,8,140.0,2023.0,10.0,4.0,11.0,51,GEO DATA
1140,8,140.0,2023.0,10.0,4.0,12.0,56,GEO DATA
1141,8,140.0,2023.0,10.0,4.0,13.0,48,GEO DATA
1142,8,140.0,2023.0,10.0,4.0,14.0,53,GEO DATA
1143,8,140.0,2023.0,10.0,4.0,15.0,6,GEO DATA
1144,8,140.0,2023.0,10.0,4.0,16.0,7,GEO DATA
1145,8,140.0,2023.0,10.0,4.0,17.0,111,GEO DATA
1146,8,140.0,2023.0,10.0,4.0,18.0,55,GEO DATA
1147,8,140.0,2023.0,10.0,4.0,19.0,31,GEO DATA
1148,8,140.0,2023.0,10.0,4.0,20.0,37,GEO DATA
1149,8,140.0,2023.0,10.0,4.0,22.0,15,GEO DATA
1150,8,140.0,2023.0,10.0,4.0,23.0,25,GEO DATA
1151,8,140.0,2023.0,10.0,5.0,0.0,1,GEO DATA
1152,8,140.0,2023.0,10.0,5.0,1.0,1,GEO DATA
1153,8,140.0,2023.0,10.0,5.0,2.0,122,GEO DATA
1154,8,140.0,2023.0,10.0,5.0,3.0,9,GEO DATA
1155,8,140.0,2023.0,10.0,5.0,8.0,2,GEO DATA
1156,8,140.0,2023.0,10.0,5.0,9.0,5,GEO DATA
1157,8,140.0,2023.0,10.0,5.0,10.0,26,GEO DATA
1158,8,140.0,2023.0,10.0,5.0,11.0,4,GEO DATA
1159,8,140.0,2023.0,10.0,5.0,12.0,1,GEO DATA
1160,8,140.0,2023.0,10.0,5.0,13.0,43,GEO DATA
1161,8,140.0,2023.0,10.0,5.0,14.0,48,GEO DATA
1162,8,140.0,2023.0,10.0,5.0,15.0,40,GEO DATA
1163,8,140.0,2023.0,10.0,5.0,16.0,13,GEO DATA
1164,8,140.0,2023.0,10.0,5.0,17.0,24,GEO DATA
1165,8,140.0,2023.0,10.0,5.0,18.0,47,GEO DATA
1166,8,140.0,2023.0,10.0,5.0,19.0,17,GEO DATA
1167,8,140.0,2023.0,10.0,5.0,20.0,2,GEO DATA
1168,8,140.0,2023.0,10.0,5.0,21.0,4,GEO DATA
1169,8,140.0,2023.0,10.0,5.0,22.0,11,GEO DATA
1170,8,140.0,2023.0,10.0,7.0,2.0,14,GEO DATA
1171,8,140.0,2023.0,10.0,7.0,3.0,16,GEO DATA
1172,8,140.0,2023.0,10.0,7.0,7.0,7,GEO DATA
1173,8,140.0,2023.0,10.0,7.0,8.0,21,GEO DATA
1174,8,140.0,2023.0,10.0,7.0,9.0,1,GEO DATA
1175,8,140.0,2023.0,10.0,7.0,10.0,26,GEO DATA
1176,8,140.0,2023.0,10.0,7.0,11.0,1,GEO DATA
1177,8,140.0,2023.0,10.0,7.0,12.0,17,GEO DATA
1178,8,140.0,2023.0,10.0,7.0,13.0,10,GEO DATA
1179,8,140.0,2023.0,10.0,7.0,14.0,10,GEO DATA
1180,8,140.0,2023.0,10.0,7.0,15.0,6,GEO DATA
1181,8,140.0,2023.0,10.0,7.0,16.0,18,GEO DATA
1182,8,140.0,2023.0,10.0,7.0,17.0,11,GEO DATA
1183,8,140.0,2023.0,10.0,7.0,18.0,7,GEO DATA
1184,8,140.0,2023.0,10.0,7.0,19.0,10,GEO DATA
1185,8,140.0,2023.0,10.0,7.0,20.0,6,GEO DATA
1186,8,140.0,2023.0,10.0,7.0,21.0,2,GEO DATA
1187,8,140.0,2023.0,10.0,7.0,22.0,2,GEO DATA
1188,8,140.0,2023.0,10.0,7.0,23.0,6,GEO DATA
1189,8,140.0,2023.0,10.0,8.0,0.0,1,GEO DATA
1190,8,140.0,2023.0,10.0,8.0,2.0,5,GEO DATA
1191,8,140.0,2023.0,10.0,8.0,3.0,5,GEO DATA
1192,8,140.0,2023.0,10.0,8.0,4.0,12,GEO DATA
1193,8,140.0,2023.0,10.0,8.0,5.0,25,GEO DATA
1194,8,140.0,2023.0,10.0,8.0,6.0,99,GEO DATA
1195,8,140.0,2023.0,10.0,8.0,7.0,29,GEO DATA
1196,8,140.0,2023.0,10.0,8.0,8.0,75,GEO DATA
1197,8,140.0,2023.0,10.0,8.0,9.0,60,GEO DATA
1198,8,140.0,2023.0,10.0,8.0,10.0,50,GEO DATA
1199,8,140.0,2023.0,10.0,8.0,11.0,15,GEO DATA
1200,8,140.0,2023.0,10.0,8.0,12.0,23,GEO DATA
1201,8,140.0,2023.0,10.0,8.0,13.0,41,GEO DATA
1202,8,140.0,2023.0,10.0,8.0,14.0,40,GEO DATA
1203,8,140.0,2023.0,10.0,8.0,15.0,18,GEO DATA
1204,8,140.0,2023.0,10.0,8.0,16.0,23,GEO DATA
1205,8,140.0,2023.0,10.0,8.0,17.0,8,GEO DATA
1206,8,140.0,2023.0,10.0,8.0,18.0,45,GEO DATA
1207,8,140.0,2023.0,10.0,8.0,19.0,77,GEO DATA
1208,8,140.0,2023.0,10.0,8.0,20.0,38,GEO DATA
1209,8,140.0,2023.0,10.0,8.0,21.0,7,GEO DATA
1210,8,140.0,2023.0,10.0,8.0,22.0,37,GEO DATA
1211,8,140.0,2023.0,10.0,8.0,23.0,48,GEO DATA
1212,8,140.0,2023.0,10.0,9.0,1.0,2,GEO DATA
1213,8,140.0,2023.0,10.0,9.0,2.0,94,GEO DATA
1214,8,140.0,2023.0,10.0,9.0,3.0,185,GEO DATA
1215,8,140.0,2023.0,10.0,9.0,4.0,1,GEO DATA
1216,8,140.0,2023.0,10.0,9.0,6.0,3,GEO DATA
1217,8,140.0,2023.0,10.0,9.0,7.0,2,GEO DATA
1218,8,140.0,2023.0,10.0,9.0,9.0,41,GEO DATA
1219,8,140.0,2023.0,10.0,9.0,11.0,18,GEO DATA
1220,8,140.0,2023.0,10.0,9.0,13.0,1,GEO DATA
1221,8,140.0,2023.0,10.0,9.0,14.0,8,GEO DATA
1222,8,140.0,2023.0,10.0,9.0,15.0,9,GEO DATA
1223,8,140.0,2023.0,10.0,9.0,17.0,4,GEO DATA
1224,8,140.0,2023.0,10.0,9.0,19.0,1,GEO DATA
1225,8,140.0,2023.0,10.0,9.0,20.0,5,GEO DATA
1226,8,140.0,2023.0,10.0,9.0,23.0,4,GEO DATA
1227,8,140.0,2023.0,10.0,10.0,2.0,2,GEO DATA
1228,8,140.0,2023.0,10.0,11.0,3.0,1,GEO DATA
1229,8,140.0,2023.0,10.0,11.0,5.0,1,GEO DATA
1230,8,140.0,2023.0,10.0,11.0,6.0,130,GEO DATA
1231,8,140.0,2023.0,10.0,11.0,7.0,147,GEO DATA
1232,8,140.0,2023.0,10.0,11.0,8.0,20,GEO DATA
1233,8,140.0,2023.0,10.0,11.0,9.0,94,GEO DATA
1234,8,140.0,2023.0,10.0,11.0,10.0,163,GEO DATA
1235,8,140.0,2023.0,10.0,11.0,11.0,17,GEO DATA
1236,8,140.0,2023.0,10.0,11.0,12.0,13,GEO DATA
1237,8,140.0,2023.0,10.0,11.0,13.0,13,GEO DATA
1238,8,140.0,2023.0,10.0,11.0,14.0,187,GEO DATA
1239,8,140.0,2023.0,10.0,11.0,15.0,132,GEO DATA
1240,8,140.0,2023.0,10.0,11.0,16.0,128,GEO DATA
1241,8,140.0,2023.0,10.0,11.0,17.0,10,GEO DATA
1242,8,140.0,2023.0,10.0,11.0,18.0,41,GEO DATA
1243,8,140.0,2023.0,10.0,11.0,19.0,71,GEO DATA
1244,8,140.0,2023.0,10.0,11.0,20.0,79,GEO DATA
1245,8,140.0,2023.0,10.0,11.0,21.0,97,GEO DATA
1246,8,140.0,2023.0,10.0,11.0,22.0,95,GEO DATA
1247,8,140.0,2023.0,10.0,11.0,23.0,25,GEO DATA
1248,8,140.0,2023.0,10.0,12.0,0.0,27,GEO DATA
1249,8,140.0,2023.0,10.0,12.0,1.0,2,GEO DATA
1250,8,140.0,2023.0,10.0,12.0,4.0,2,GEO DATA
1251,8,140.0,2023.0,10.0,12.0,7.0,2,GEO DATA
1252,8,140.0,2023.0,10.0,12.0,8.0,1,GEO DATA
1253,8,140.0,2023.0,10.0,12.0,9.0,72,GEO DATA
1254,8,140.0,2023.0,10.0,12.0,10.0,17,GEO DATA
1255,8,140.0,2023.0,10.0,12.0,11.0,16,GEO DATA
1256,8,140.0,2023.0,10.0,12.0,12.0,25,GEO DATA
1257,8,140.0,2023.0,10.0,12.0,13.0,171,GEO DATA
1258,8,140.0,2023.0,10.0,12.0,14.0,46,GEO DATA
1259,8,140.0,2023.0,10.0,12.0,15.0,43,GEO DATA
1260,8,140.0,2023.0,10.0,12.0,16.0,35,GEO DATA
1261,8,140.0,2023.0,10.0,12.0,17.0,39,GEO DATA
1262,8,140.0,2023.0,10.0,12.0,18.0,20,GEO DATA
1263,8,140.0,2023.0,10.0,12.0,19.0,9,GEO DATA
1264,8,140.0,2023.0,10.0,12.0,20.0,26,GEO DATA
1265,8,140.0,2023.0,10.0,12.0,21.0,3,GEO DATA
1266,8,140.0,2023.0,10.0,12.0,22.0,40,GEO DATA
1267,8,140.0,2023.0,10.0,12.0,23.0,44,GEO DATA
1268,8,140.0,2023.0,10.0,13.0,1.0,8,GEO DATA
1269,8,140.0,2023.0,10.0,13.0,2.0,65,GEO DATA
1270,8,140.0,2023.0,10.0,13.0,3.0,22,GEO DATA
1271,8,140.0,2023.0,10.0,13.0,4.0,110,GEO DATA
1272,8,140.0,2023.0,10.0,13.0,5.0,50,GEO DATA
1273,8,140.0,2023.0,10.0,13.0,6.0,17,GEO DATA
1274,8,140.0,2023.0,10.0,13.0,7.0,27,GEO DATA
1275,8,140.0,2023.0,10.0,13.0,8.0,5,GEO DATA
1276,8,140.0,2023.0,10.0,13.0,9.0,36,GEO DATA
1277,8,140.0,2023.0,10.0,13.0,10.0,38,GEO DATA
1278,8,140.0,2023.0,10.0,13.0,11.0,16,GEO DATA
1279,8,140.0,2023.0,10.0,13.0,12.0,120,GEO DATA
1280,8,140.0,2023.0,10.0,13.0,13.0,56,GEO DATA
1281,8,140.0,2023.0,10.0,13.0,14.0,10,GEO DATA
1282,8,140.0,2023.0,10.0,13.0,16.0,4,GEO DATA
1283,8,140.0,2023.0,10.0,13.0,17.0,7,GEO DATA
1284,8,140.0,2023.0,10.0,13.0,21.0,21,GEO DATA
1285,8,140.0,2023.0,10.0,14.0,3.0,2,GEO DATA
1286,8,140.0,2023.0,10.0,14.0,7.0,8,GEO DATA
1287,8,140.0,2023.0,10.0,14.0,8.0,16,GEO DATA
1288,8,140.0,2023.0,10.0,14.0,10.0,30,GEO DATA
1289,8,140.0,2023.0,10.0,14.0,11.0,43,GEO DATA
1290,8,140.0,2023.0,10.0,14.0,12.0,32,GEO DATA
1291,8,140.0,2023.0,10.0,14.0,13.0,14,GEO DATA
1292,8,140.0,2023.0,10.0,14.0,14.0,7,GEO DATA
1293,8,140.0,2023.0,10.0,14.0,15.0,13,GEO DATA
1294,8,140.0,2023.0,10.0,14.0,16.0,29,GEO DATA
1295,8,140.0,2023.0,10.0,14.0,17.0,28,GEO DATA
1296,8,140.0,2023.0,10.0,14.0,18.0,17,GEO DATA
1297,8,140.0,2023.0,10.0,14.0,20.0,25,GEO DATA
1298,8,140.0,2023.0,10.0,14.0,21.0,8,GEO DATA
1299,8,140.0,2023.0,10.0,14.0,22.0,16,GEO DATA
1300,8,140.0,2023.0,10.0,14.0,23.0,49,GEO DATA
1301,8,140.0,2023.0,10.0,15.0,0.0,5,GEO DATA
1302,8,140.0,2023.0,10.0,15.0,1.0,7,GEO DATA
1303,8,140.0,2023.0,10.0,15.0,2.0,15,GEO DATA
1304,8,140.0,2023.0,10.0,15.0,5.0,113,GEO DATA
1305,8,140.0,2023.0,10.0,15.0,6.0,62,GEO DATA
1306,8,140.0,2023.0,10.0,15.0,7.0,3,GEO DATA
1307,8,140.0,2023.0,10.0,15.0,8.0,5,GEO DATA
1308,8,140.0,2023.0,10.0,15.0,9.0,10,GEO DATA
1309,8,140.0,2023.0,10.0,15.0,10.0,11,GEO DATA
1310,8,140.0,2023.0,10.0,15.0,11.0,151,GEO DATA
1311,8,140.0,2023.0,10.0,15.0,12.0,68,GEO DATA
1312,8,140.0,2023.0,10.0,15.0,13.0,49,GEO DATA
1313,8,140.0,2023.0,10.0,15.0,14.0,305,GEO DATA
1314,8,140.0,2023.0,10.0,15.0,15.0,202,GEO DATA
1315,8,140.0,2023.0,10.0,15.0,16.0,16,GEO DATA
1316,8,140.0,2023.0,10.0,15.0,17.0,12,GEO DATA
1317,8,140.0,2023.0,10.0,15.0,18.0,97,GEO DATA
1318,8,140.0,2023.0,10.0,15.0,19.0,56,GEO DATA
1319,8,140.0,2023.0,10.0,15.0,20.0,73,GEO DATA
1320,8,140.0,2023.0,10.0,15.0,21.0,33,GEO DATA
1321,8,140.0,2023.0,10.0,15.0,22.0,148,GEO DATA
1322,8,140.0,2023.0,10.0,15.0,23.0,18,GEO DATA
1323,8,140.0,2023.0,10.0,16.0,0.0,1,GEO DATA
1324,8,140.0,2023.0,10.0,16.0,1.0,45,GEO DATA
1325,8,140.0,2023.0,10.0,16.0,2.0,13,GEO DATA
1326,8,140.0,2023.0,10.0,16.0,5.0,1,GEO DATA
1327,8,140.0,2023.0,10.0,16.0,6.0,3,GEO DATA
1328,8,140.0,2023.0,10.0,16.0,7.0,1,GEO DATA
1329,8,140.0,2023.0,10.0,16.0,8.0,1,GEO DATA
1330,8,140.0,2023.0,10.0,16.0,9.0,4,GEO DATA
1331,8,140.0,2023.0,10.0,16.0,10.0,40,GEO DATA
1332,8,140.0,2023.0,10.0,16.0,11.0,15,GEO DATA
1333,8,140.0,2023.0,10.0,16.0,12.0,21,GEO DATA
1334,8,140.0,2023.0,10.0,16.0,13.0,23,GEO DATA
1335,8,140.0,2023.0,10.0,16.0,14.0,10,GEO DATA
1336,8,140.0,2023.0,10.0,16.0,15.0,36,GEO DATA
1337,8,140.0,2023.0,10.0,16.0,16.0,5,GEO DATA
1338,8,140.0,2023.0,10.0,16.0,17.0,27,GEO DATA
1339,8,140.0,2023.0,10.0,16.0,18.0,13,GEO DATA
1340,8,140.0,2023.0,10.0,16.0,19.0,48,GEO DATA
1341,8,140.0,2023.0,10.0,16.0,20.0,24,GEO DATA
1342,8,140.0,2023.0,10.0,16.0,21.0,5,GEO DATA
1343,8,140.0,2023.0,10.0,16.0,22.0,8,GEO DATA
1344,8,140.0,2023.0,10.0,16.0,23.0,9,GEO DATA
1345,8,140.0,2023.0,10.0,17.0,0.0,34,GEO DATA
1346,8,140.0,2023.0,10.0,17.0,1.0,4,GEO DATA
1347,8,140.0,2023.0,10.0,17.0,8.0,10,GEO DATA
1348,8,140.0,2023.0,10.0,17.0,9.0,12,GEO DATA
1349,8,140.0,2023.0,10.0,17.0,10.0,10,GEO DATA
1350,8,140.0,2023.0,10.0,17.0,11.0,1,GEO DATA
1351,8,140.0,2023.0,10.0,17.0,12.0,3,GEO DATA
1352,8,140.0,2023.0,10.0,17.0,13.0,6,GEO DATA
1353,8,140.0,2023.0,10.0,17.0,14.0,6,GEO DATA
1354,8,140.0,2023.0,10.0,17.0,15.0,6,GEO DATA
1355,8,140.0,2023.0,10.0,17.0,16.0,7,GEO DATA
1356,8,140.0,2023.0,10.0,17.0,17.0,5,GEO DATA
1357,8,140.0,2023.0,10.0,17.0,19.0,10,GEO DATA
1358,8,140.0,2023.0,10.0,17.0,22.0,1,GEO DATA
1359,8,140.0,2023.0,10.0,17.0,23.0,1,GEO DATA
1360,8,140.0,2023.0,10.0,18.0,6.0,1,GEO DATA
1361,8,140.0,2023.0,10.0,18.0,7.0,2,GEO DATA
1362,8,140.0,2023.0,10.0,18.0,10.0,1,GEO DATA
1363,8,140.0,2023.0,10.0,18.0,11.0,10,GEO DATA
1364,8,140.0,2023.0,10.0,18.0,12.0,12,GEO DATA
1365,8,140.0,2023.0,10.0,18.0,13.0,12,GEO DATA
1366,8,140.0,2023.0,10.0,18.0,14.0,10,GEO DATA
1367,8,140.0,2023.0,10.0,18.0,15.0,20,GEO DATA
1368,8,140.0,2023.0,10.0,18.0,16.0,9,GEO DATA
1369,8,140.0,2023.0,10.0,18.0,17.0,5,GEO DATA
1370,8,140.0,2023.0,10.0,18.0,18.0,4,GEO DATA
1371,8,140.0,2023.0,10.0,18.0,20.0,6,GEO DATA
1372,8,140.0,2023.0,10.0,18.0,21.0,4,GEO DATA
1373,8,140.0,2023.0,10.0,18.0,22.0,1,GEO DATA
1374,8,140.0,2023.0,10.0,18.0,23.0,3,GEO DATA
1375,8,226.0,2023.0,10.0,4.0,7.0,55,GEO DATA
1376,8,226.0,2023.0,10.0,4.0,8.0,64,GEO DATA
1377,8,226.0,2023.0,10.0,4.0,9.0,8,GEO DATA
1378,8,226.0,2023.0,10.0,4.0,10.0,4,GEO DATA
1379,8,226.0,2023.0,10.0,4.0,11.0,37,GEO DATA
1380,8,226.0,2023.0,10.0,4.0,12.0,3,GEO DATA
1381,8,226.0,2023.0,10.0,4.0,13.0,3,GEO DATA
1382,8,226.0,2023.0,10.0,4.0,14.0,15,GEO DATA
1383,8,226.0,2023.0,10.0,4.0,15.0,16,GEO DATA
1384,8,226.0,2023.0,10.0,4.0,16.0,52,GEO DATA
1385,8,226.0,2023.0,10.0,4.0,17.0,37,GEO DATA
1386,8,226.0,2023.0,10.0,4.0,18.0,20,GEO DATA
1387,8,226.0,2023.0,10.0,4.0,19.0,15,GEO DATA
1388,8,226.0,2023.0,10.0,4.0,20.0,53,GEO DATA
1389,8,226.0,2023.0,10.0,4.0,21.0,38,GEO DATA
1390,8,226.0,2023.0,10.0,4.0,22.0,21,GEO DATA
1391,8,226.0,2023.0,10.0,4.0,23.0,20,GEO DATA
1392,8,226.0,2023.0,10.0,5.0,0.0,21,GEO DATA
1393,8,226.0,2023.0,10.0,5.0,1.0,7,GEO DATA
1394,8,226.0,2023.0,10.0,5.0,8.0,3,GEO DATA
1395,8,226.0,2023.0,10.0,5.0,9.0,5,GEO DATA
1396,8,226.0,2023.0,10.0,5.0,10.0,9,GEO DATA
1397,8,226.0,2023.0,10.0,5.0,11.0,1,GEO DATA
1398,8,226.0,2023.0,10.0,5.0,17.0,16,GEO DATA
1399,8,226.0,2023.0,10.0,5.0,18.0,4,GEO DATA
