Device_ID_geo,Latitude,Longitude,Timestamp,Location_Name,Service_Provider_ID
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88809,35.49268,1695708598000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88811,35.49262,1695708906000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.49259,1695709330000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.49267,1695709843000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88805,35.49263,1695710199000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.4926,1695710250000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.4926,1695710543000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88802,35.49265,1695710880000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.8881,35.49265,1695711178000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88807,35.49266,1695711598000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.8881,35.49265,1695712105000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88811,35.49267,1695712504000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88807,35.49267,1695713126000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.49268,1695713591000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88806,35.49264,1695713974000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88809,35.49259,1695714282000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.49261,1695714615000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.8881,35.49266,1695714917000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.8881,35.49259,1695715013000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88807,35.49263,1695715430000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88811,35.49267,1695716563000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88807,35.49264,1695716890000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88805,35.49265,1695717475000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88808,35.49263,1695717846000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88798,35.49257,1695718213000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88806,35.49262,1695719293000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88809,35.49259,1695719686000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88802,35.49261,1695719740000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.49259,1695720290000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88811,35.49267,1695720776000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88802,35.49263,1695721259000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88806,35.49265,1695722433000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88809,35.49267,1695722934000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88809,35.49259,1695723220000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88807,35.49258,1695723572000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.49265,1695723944000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88805,35.49268,1695724235000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.49337,1695724671000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88658,35.4936,1695724812000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.8861,35.49381,1695724897000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.87346,35.49493,1695725272000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.87515,35.49588,1695725574000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88315,35.4971,1695725920000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88811,35.4936,1695726242000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88809,35.49264,1695726567000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88805,35.49263,1695726893000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88814,35.49262,1695727296000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88814,35.49267,1695728007000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88823,35.49261,1695728370000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.8881,35.49262,1695728700000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.888,35.49263,1695729066000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88806,35.49261,1695729401000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88808,35.49266,1695729706000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88807,35.49266,1695729818000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88809,35.49259,1695730179000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.49261,1695730768000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.49264,1695731103000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88808,35.49266,1695731805000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.49258,1695732700000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.49262,1695733167000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.49268,1695733684000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88808,35.49264,1695734247000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88809,35.49266,1695734261000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88807,35.49267,1695734590000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.8881,35.49264,1695734875000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88806,35.49259,1695735426000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88812,35.49265,1695735784000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88807,35.49264,1695736294000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88802,35.49265,1695736757000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88811,35.49263,1695737061000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88807,35.49265,1695737526000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.8881,35.49265,1695737897000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.49261,1695738507000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88857,35.49093,1695738901000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88985,35.49021,1695739125000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88859,35.5,1695739292000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88033,35.49702,1695739602000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88337,35.49706,1695740213000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88802,35.49268,1695740520000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88808,35.49267,1695740831000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88802,35.4927,1695741183000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88809,35.49269,1695741594000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88802,35.49271,1695741942000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88811,35.4926,1695742630000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88809,35.49258,1695742883000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88802,35.49266,1695743276000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88799,35.49258,1695743470000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.49257,1695743737000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.49269,1695744062000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88825,35.49271,1695744446000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88833,35.49266,1695744739000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.49268,1695745201000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88801,35.49262,1695745599000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88806,35.49262,1695746211000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.49265,1695746590000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88806,35.49257,1695746965000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88802,35.49266,1695747454000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88808,35.49265,1695747961000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.49266,1695748281000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88809,35.49269,1695748618000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88809,35.49262,1695748971000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88801,35.49265,1695749351000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88809,35.49269,1695750376000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.49258,1695750654000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88832,35.49265,1695751022000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88834,35.49255,1695751375000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88798,35.49264,1695751710000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88807,35.49262,1695752013000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88813,35.49272,1695752302000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.4926,1695752699000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88806,35.49266,1695754049000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.49263,1695754357000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88798,35.49266,1695754661000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88805,35.49265,1695754961000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.49262,1695755209000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88805,35.49261,1695755598000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.888,35.49261,1695755933000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88801,35.49261,1695756256000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88799,35.49265,1695756513000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88801,35.4926,1695756836000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.8881,35.49265,1695757185000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88809,35.49262,1695757513000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88807,35.49265,1695757769000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88808,35.49263,1695757794000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88806,35.49267,1695758111000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.49269,1695758379000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88812,35.49264,1695758705000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.4926,1695759001000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.49262,1695759449000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.49265,1695759856000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88808,35.49261,1695760495000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88808,35.4926,1695760892000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88806,35.49261,1695761386000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88808,35.49266,1695761762000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88812,35.49271,1696626326000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,8
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.8881664,35.492696,1696626335000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,8
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.8881664,35.492696,1696626629000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,8
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88817,35.49273,1696626658000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,8
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.8881664,35.492696,1696627272000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,8
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88819,35.49274,1696627297000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,8
9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.8881625,35.4926956,1696627937000,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,8
