,Device_ID_geo,Location_Name,Service_Provider_ID,Latitude,Longitude,Timestamp,Cluster
18,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89025601,35.55817943,2023-12-18 06:16:56,0
19,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89030459,35.5581905,2023-12-18 06:16:59,0
20,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89028238,35.55824322,2023-12-18 06:17:07,0
21,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.8902425,35.55827782,2023-12-18 06:17:13,0
22,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89021137,35.55832084,2023-12-18 06:17:20,0
26,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89037281,35.55840823,2023-12-18 06:20:13,1
27,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89042182,35.55839701,2023-12-18 06:20:15,1
28,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89046819,35.55837887,2023-12-18 06:20:19,1
37,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89047435,35.55835154,2023-12-18 06:22:00,1
38,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89041188,35.55836305,2023-12-18 06:22:02,1
40,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89023934,35.55832934,2023-12-18 06:22:06,0
54,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89048291,35.55836855,2023-12-18 06:23:14,1
55,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89044896,35.5583158,2023-12-18 06:23:17,1
56,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89042865,35.55822896,2023-12-18 06:23:32,2
57,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89040839,35.55816944,2023-12-18 06:23:34,2
58,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89038669,35.55812088,2023-12-18 06:23:48,2
59,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89042743,35.55815691,2023-12-18 06:24:13,2
60,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89046778,35.55819639,2023-12-18 06:24:17,2
61,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89051361,35.55819537,2023-12-18 06:24:21,2
62,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89047583,35.5581501,2023-12-18 06:24:25,2
63,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89041353,35.55812948,2023-12-18 06:24:28,2
64,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89035965,35.55812455,2023-12-18 06:24:30,2
65,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89029776,35.55815336,2023-12-18 06:24:33,0
66,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89038179,35.55808988,2023-12-18 06:25:52,2
67,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89033363,35.55812849,2023-12-18 06:25:54,2
68,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89028854,35.55817186,2023-12-18 06:25:56,0
69,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89027462,35.55822941,2023-12-18 06:26:00,0
70,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89032157,35.55822699,2023-12-18 06:26:09,0
71,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89036821,35.55820561,2023-12-18 06:26:12,2
72,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89041714,35.55817798,2023-12-18 06:26:48,2
73,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89046511,35.55815475,2023-12-18 06:26:50,2
74,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89048272,35.55821033,2023-12-18 06:26:56,2
75,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89044934,35.55825857,2023-12-18 06:27:03,2
78,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89052293,35.55821943,2023-12-18 06:27:49,2
80,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89033075,35.55808272,2023-12-18 06:28:19,2
81,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89026422,35.55813188,2023-12-18 06:28:23,0
82,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89021453,35.55816497,2023-12-18 06:28:25,0
88,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89022677,35.55817013,2023-12-18 06:28:50,0
90,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89026326,35.55824965,2023-12-18 06:29:29,0
91,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89031837,35.55827086,2023-12-18 06:29:31,0
94,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89044818,35.55823202,2023-12-18 06:29:45,2
95,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89041882,35.55818787,2023-12-18 06:30:05,2
96,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89039127,35.55814471,2023-12-18 06:30:10,2
97,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89041053,35.55819656,2023-12-18 06:30:35,2
98,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89040026,35.55825061,2023-12-18 06:30:41,2
99,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89040749,35.55841281,2023-12-18 06:31:18,1
100,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89045256,35.55839651,2023-12-18 06:31:21,1
102,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.8904741,35.55822102,2023-12-18 06:31:50,2
122,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89052289,35.55823813,2023-12-18 06:54:13,2
142,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89044715,35.55843045,2023-12-18 07:23:24,1
143,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89041881,35.55837949,2023-12-18 07:24:36,1
151,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89045136,35.55843399,2023-12-18 07:51:37,1
152,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89038628,35.55843328,2023-12-18 07:52:25,1
154,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.8902546,35.55827949,2023-12-18 08:45:44,0
155,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89024615,35.5583125,2023-12-18 10:27:55,0
163,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89047093,35.55815802,2023-12-18 10:55:34,2
164,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89042584,35.55815837,2023-12-18 10:55:54,2
165,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.8904759,35.5581532,2023-12-18 10:56:16,2
166,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89043001,35.55815782,2023-12-18 10:57:00,2
172,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89039092,35.55838991,2023-12-18 11:02:42,1
173,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89044174,35.55838521,2023-12-18 11:03:03,1
174,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89049183,35.55838312,2023-12-18 11:03:06,1
178,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89052104,35.55834978,2023-12-18 11:04:03,1
179,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.8904895,35.55830724,2023-12-18 11:04:17,1
180,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89051567,35.5582495,2023-12-18 11:04:31,2
182,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89051435,35.55837121,2023-12-18 11:04:39,1
183,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89047505,35.55840892,2023-12-18 11:04:43,1
184,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89043877,35.55835828,2023-12-18 11:04:49,1
185,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89042724,35.55830285,2023-12-18 11:04:56,1
186,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89048011,35.55826525,2023-12-18 11:04:59,2
189,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.8905186,35.55822996,2023-12-18 11:05:10,2
191,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89045237,35.55832804,2023-12-18 11:05:16,1
192,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89040509,35.55837433,2023-12-18 11:05:20,1
193,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.8903653,35.55840341,2023-12-18 11:05:24,1
194,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89041936,35.55844075,2023-12-18 11:05:29,1
197,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.8904749,35.55839583,2023-12-18 11:13:16,1
198,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89046955,35.55831323,2023-12-18 11:14:29,1
199,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.890463,35.55825481,2023-12-18 11:14:31,2
200,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89045324,35.55820007,2023-12-18 11:14:34,2
208,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89025143,35.5581821,2023-12-18 11:19:33,0
209,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89026256,35.55823622,2023-12-18 11:19:37,0
210,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89030822,35.55825731,2023-12-18 11:19:42,0
222,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89039755,35.5584118,2023-12-18 11:20:25,1
224,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89034034,35.55822782,2023-12-18 11:20:29,0
225,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89031526,35.55815561,2023-12-18 11:20:31,2
229,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89031513,35.55810426,2023-12-18 11:23:42,2
230,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89034742,35.55814763,2023-12-18 11:23:44,2
231,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89037961,35.55819854,2023-12-18 11:23:58,2
232,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89047147,35.55841989,2023-12-18 11:29:30,1
233,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89026175,35.55823329,2023-12-18 11:36:50,0
235,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89030686,35.55808048,2023-12-18 11:52:17,2
238,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89034007,35.55809692,2023-12-18 11:52:30,2
239,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89036472,35.55814803,2023-12-18 11:52:33,2
240,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.8903963,35.55819572,2023-12-18 11:52:37,2
241,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89037227,35.55812954,2023-12-18 11:52:48,2
242,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.8902518,35.55826194,2023-12-18 12:01:00,0
243,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89027496,35.55831291,2023-12-18 12:01:04,0
244,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89022859,35.55817131,2023-12-18 12:04:11,0
245,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89026014,35.55822715,2023-12-18 12:04:14,0
246,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89028756,35.55827664,2023-12-18 12:04:17,0
247,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89030645,35.55822104,2023-12-18 12:04:26,0
248,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89029777,35.55815327,2023-12-18 12:04:31,0
250,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89040473,35.55812915,2023-12-18 12:05:26,2
251,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.89037453,35.55808493,2023-12-18 12:05:30,2
252,886b52f6-2778-4ab9-afaf-e3e365128f22,0,0,33.8903519,35.55813579,2023-12-18 12:05:46,2
