,Device_ID_geo,Latitude,Longitude,Timestamp,Location_Name,Service_Provider_ID,HourOfDay,Date,Cluster,Location
129,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921129,35.492017,2023-10-12 01:11:34,b799f49f-81b1-491b-ab99-9092bc8c7325,8,1,2023-10-12,0,"(33.89214149, 35.49206128)"
130,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921169,35.4920469,2023-10-12 02:27:41,b799f49f-81b1-491b-ab99-9092bc8c7325,8,2,2023-10-12,0,"(33.89214149, 35.49206128)"
131,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921921,35.4920978,2023-10-12 03:22:24,b799f49f-81b1-491b-ab99-9092bc8c7325,8,3,2023-10-12,0,"(33.89214149, 35.49206128)"
132,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921921,35.4920978,2023-10-12 03:30:25,b799f49f-81b1-491b-ab99-9092bc8c7325,8,3,2023-10-12,0,"(33.89214149, 35.49206128)"
133,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921997,35.4921071,2023-10-12 03:38:21,b799f49f-81b1-491b-ab99-9092bc8c7325,8,3,2023-10-12,0,"(33.89214149, 35.49206128)"
134,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921997,35.4921071,2023-10-12 03:44:13,b799f49f-81b1-491b-ab99-9092bc8c7325,8,3,2023-10-12,0,"(33.89214149, 35.49206128)"
135,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921997,35.4921071,2023-10-12 03:46:23,b799f49f-81b1-491b-ab99-9092bc8c7325,8,3,2023-10-12,0,"(33.89214149, 35.49206128)"
136,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921997,35.4921071,2023-10-12 03:52:33,b799f49f-81b1-491b-ab99-9092bc8c7325,8,3,2023-10-12,0,"(33.89214149, 35.49206128)"
137,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921997,35.4921071,2023-10-12 03:58:56,b799f49f-81b1-491b-ab99-9092bc8c7325,8,3,2023-10-12,0,"(33.89214149, 35.49206128)"
138,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921192,35.4920916,2023-10-12 04:04:04,b799f49f-81b1-491b-ab99-9092bc8c7325,8,4,2023-10-12,0,"(33.89214149, 35.49206128)"
139,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921164,35.492095,2023-10-12 04:08:39,b799f49f-81b1-491b-ab99-9092bc8c7325,8,4,2023-10-12,0,"(33.89214149, 35.49206128)"
140,b799f49f-81b1-491b-ab99-9092bc8c7325,33.892194,35.4920945,2023-10-12 04:30:57,b799f49f-81b1-491b-ab99-9092bc8c7325,8,4,2023-10-12,0,"(33.89214149, 35.49206128)"
141,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8920665,35.4920758,2023-10-12 04:38:56,b799f49f-81b1-491b-ab99-9092bc8c7325,8,4,2023-10-12,0,"(33.89214149, 35.49206128)"
142,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8920444,35.4920298,2023-10-12 04:46:19,b799f49f-81b1-491b-ab99-9092bc8c7325,8,4,2023-10-12,0,"(33.89214149, 35.49206128)"
143,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8920444,35.4920298,2023-10-12 04:58:19,b799f49f-81b1-491b-ab99-9092bc8c7325,8,4,2023-10-12,0,"(33.89214149, 35.49206128)"
144,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8920406,35.4918921,2023-10-12 05:08:56,b799f49f-81b1-491b-ab99-9092bc8c7325,8,5,2023-10-12,0,"(33.89214149, 35.49206128)"
145,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8920406,35.4918921,2023-10-12 05:14:27,b799f49f-81b1-491b-ab99-9092bc8c7325,8,5,2023-10-12,0,"(33.89214149, 35.49206128)"
146,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8920406,35.4918921,2023-10-12 05:21:23,b799f49f-81b1-491b-ab99-9092bc8c7325,8,5,2023-10-12,0,"(33.89214149, 35.49206128)"
147,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8920406,35.4918921,2023-10-12 05:28:55,b799f49f-81b1-491b-ab99-9092bc8c7325,8,5,2023-10-12,0,"(33.89214149, 35.49206128)"
149,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921994,35.4920984,2023-10-12 06:00:12,b799f49f-81b1-491b-ab99-9092bc8c7325,8,6,2023-10-12,0,"(33.89214149, 35.49206128)"
152,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921962,35.4921274,2023-10-12 06:41:21,b799f49f-81b1-491b-ab99-9092bc8c7325,8,6,2023-10-12,0,"(33.89214149, 35.49206128)"
153,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921962,35.4921274,2023-10-12 06:47:35,b799f49f-81b1-491b-ab99-9092bc8c7325,8,6,2023-10-12,0,"(33.89214149, 35.49206128)"
154,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921962,35.4921274,2023-10-12 06:52:57,b799f49f-81b1-491b-ab99-9092bc8c7325,8,6,2023-10-12,0,"(33.89214149, 35.49206128)"
155,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921962,35.4921274,2023-10-12 06:58:15,b799f49f-81b1-491b-ab99-9092bc8c7325,8,6,2023-10-12,0,"(33.89214149, 35.49206128)"
163,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921169,35.4921507,2023-10-12 08:07:03,b799f49f-81b1-491b-ab99-9092bc8c7325,8,8,2023-10-12,0,"(33.89214149, 35.49206128)"
164,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921169,35.4921507,2023-10-12 08:14:36,b799f49f-81b1-491b-ab99-9092bc8c7325,8,8,2023-10-12,0,"(33.89214149, 35.49206128)"
165,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921169,35.4921507,2023-10-12 08:21:01,b799f49f-81b1-491b-ab99-9092bc8c7325,8,8,2023-10-12,0,"(33.89214149, 35.49206128)"
166,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921169,35.4921507,2023-10-12 08:26:51,b799f49f-81b1-491b-ab99-9092bc8c7325,8,8,2023-10-12,0,"(33.89214149, 35.49206128)"
167,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921294,35.4920928,2023-10-12 08:40:31,b799f49f-81b1-491b-ab99-9092bc8c7325,8,8,2023-10-12,0,"(33.89214149, 35.49206128)"
169,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921267,35.4920119,2023-10-12 08:53:40,b799f49f-81b1-491b-ab99-9092bc8c7325,8,8,2023-10-12,0,"(33.89214149, 35.49206128)"
171,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921911,35.4921686,2023-10-12 09:25:17,b799f49f-81b1-491b-ab99-9092bc8c7325,8,9,2023-10-12,0,"(33.89214149, 35.49206128)"
172,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921911,35.4921686,2023-10-12 09:32:31,b799f49f-81b1-491b-ab99-9092bc8c7325,8,9,2023-10-12,0,"(33.89214149, 35.49206128)"
173,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921911,35.4921686,2023-10-12 09:38:51,b799f49f-81b1-491b-ab99-9092bc8c7325,8,9,2023-10-12,0,"(33.89214149, 35.49206128)"
174,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921911,35.4921686,2023-10-12 09:43:46,b799f49f-81b1-491b-ab99-9092bc8c7325,8,9,2023-10-12,0,"(33.89214149, 35.49206128)"
175,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921911,35.4921686,2023-10-12 09:50:41,b799f49f-81b1-491b-ab99-9092bc8c7325,8,9,2023-10-12,0,"(33.89214149, 35.49206128)"
205,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8920526,35.491906,2023-10-12 13:20:56,b799f49f-81b1-491b-ab99-9092bc8c7325,8,13,2023-10-12,0,"(33.89214149, 35.49206128)"
206,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8920526,35.491906,2023-10-12 13:33:02,b799f49f-81b1-491b-ab99-9092bc8c7325,8,13,2023-10-12,0,"(33.89214149, 35.49206128)"
207,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8920526,35.491906,2023-10-12 13:39:14,b799f49f-81b1-491b-ab99-9092bc8c7325,8,13,2023-10-12,0,"(33.89214149, 35.49206128)"
208,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921276,35.4920664,2023-10-12 13:46:22,b799f49f-81b1-491b-ab99-9092bc8c7325,8,13,2023-10-12,0,"(33.89214149, 35.49206128)"
209,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921276,35.4920664,2023-10-12 13:53:51,b799f49f-81b1-491b-ab99-9092bc8c7325,8,13,2023-10-12,0,"(33.89214149, 35.49206128)"
210,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921276,35.4920664,2023-10-12 13:58:29,b799f49f-81b1-491b-ab99-9092bc8c7325,8,13,2023-10-12,0,"(33.89214149, 35.49206128)"
230,b799f49f-81b1-491b-ab99-9092bc8c7325,33.892197,35.492096,2023-10-12 16:09:32,b799f49f-81b1-491b-ab99-9092bc8c7325,8,16,2023-10-12,0,"(33.89214149, 35.49206128)"
231,b799f49f-81b1-491b-ab99-9092bc8c7325,33.892146,35.4920449,2023-10-12 16:15:17,b799f49f-81b1-491b-ab99-9092bc8c7325,8,16,2023-10-12,0,"(33.89214149, 35.49206128)"
232,b799f49f-81b1-491b-ab99-9092bc8c7325,33.892146,35.4920449,2023-10-12 16:21:38,b799f49f-81b1-491b-ab99-9092bc8c7325,8,16,2023-10-12,0,"(33.89214149, 35.49206128)"
233,b799f49f-81b1-491b-ab99-9092bc8c7325,33.892146,35.4920449,2023-10-12 16:34:39,b799f49f-81b1-491b-ab99-9092bc8c7325,8,16,2023-10-12,0,"(33.89214149, 35.49206128)"
234,b799f49f-81b1-491b-ab99-9092bc8c7325,33.892146,35.4920449,2023-10-12 16:41:25,b799f49f-81b1-491b-ab99-9092bc8c7325,8,16,2023-10-12,0,"(33.89214149, 35.49206128)"
235,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921114,35.4920262,2023-10-12 16:48:08,b799f49f-81b1-491b-ab99-9092bc8c7325,8,16,2023-10-12,0,"(33.89214149, 35.49206128)"
236,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921114,35.4920262,2023-10-12 16:56:00,b799f49f-81b1-491b-ab99-9092bc8c7325,8,16,2023-10-12,0,"(33.89214149, 35.49206128)"
237,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921114,35.4920262,2023-10-12 16:56:15,b799f49f-81b1-491b-ab99-9092bc8c7325,8,16,2023-10-12,0,"(33.89214149, 35.49206128)"
238,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921114,35.4920262,2023-10-12 17:03:02,b799f49f-81b1-491b-ab99-9092bc8c7325,8,17,2023-10-12,0,"(33.89214149, 35.49206128)"
239,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921114,35.4920262,2023-10-12 17:10:21,b799f49f-81b1-491b-ab99-9092bc8c7325,8,17,2023-10-12,0,"(33.89214149, 35.49206128)"
240,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921114,35.4920262,2023-10-12 17:16:26,b799f49f-81b1-491b-ab99-9092bc8c7325,8,17,2023-10-12,0,"(33.89214149, 35.49206128)"
241,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921411,35.4920442,2023-10-12 17:22:37,b799f49f-81b1-491b-ab99-9092bc8c7325,8,17,2023-10-12,0,"(33.89214149, 35.49206128)"
242,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921411,35.4920442,2023-10-12 17:28:22,b799f49f-81b1-491b-ab99-9092bc8c7325,8,17,2023-10-12,0,"(33.89214149, 35.49206128)"
243,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8922009,35.4920977,2023-10-12 18:00:21,b799f49f-81b1-491b-ab99-9092bc8c7325,8,18,2023-10-12,0,"(33.89214149, 35.49206128)"
244,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8922009,35.4920977,2023-10-12 18:11:29,b799f49f-81b1-491b-ab99-9092bc8c7325,8,18,2023-10-12,0,"(33.89214149, 35.49206128)"
245,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8922009,35.4920977,2023-10-12 18:23:51,b799f49f-81b1-491b-ab99-9092bc8c7325,8,18,2023-10-12,0,"(33.89214149, 35.49206128)"
246,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8922009,35.4920977,2023-10-12 18:30:02,b799f49f-81b1-491b-ab99-9092bc8c7325,8,18,2023-10-12,0,"(33.89214149, 35.49206128)"
247,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921929,35.4920966,2023-10-12 18:38:54,b799f49f-81b1-491b-ab99-9092bc8c7325,8,18,2023-10-12,0,"(33.89214149, 35.49206128)"
248,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921929,35.4920966,2023-10-12 18:44:51,b799f49f-81b1-491b-ab99-9092bc8c7325,8,18,2023-10-12,0,"(33.89214149, 35.49206128)"
249,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8921978,35.4921078,2023-10-12 18:52:11,b799f49f-81b1-491b-ab99-9092bc8c7325,8,18,2023-10-12,0,"(33.89214149, 35.49206128)"
251,b799f49f-81b1-491b-ab99-9092bc8c7325,33.8920977,35.4920896,2023-10-12 19:05:31,b799f49f-81b1-491b-ab99-9092bc8c7325,8,19,2023-10-12,0,"(33.89214149, 35.49206128)"
