device_id,service_provider_id,usage_timeframe,country_alpha2,country_alpha3,country_code,data_category,day_no,device_carrier_name,device_hit_count,device_manufacturer_brand,device_model,hour_no,insertion_date,ip_d,location_accuracy,location_altitude,location_cou_code_num,location_density,location_latitude,location_longitude,location_main_data_id,location_name,month_no,region_code,source_file_id,subregion_code,usage_date,usage_timeline,year_no
f812f4e7-83fc-499b-9aab-04b3ac93307f,9,1681289393000,LB,LBN,422,,12,,100,,Apple,11,5ce14000-56ba-188e-ab2a-1119a4edc6a5,,65.0,,,,33.966981,35.612514,,f812f4e7-83fc-499b-9aab-04b3ac93307f,4,142,422,145,1681289393000,1681289393000,2023
f812f4e7-83fc-499b-9aab-04b3ac93307f,9,1681290569000,LB,LBN,422,,12,,100,,Apple,12,9b014000-de8d-188e-9fa6-bb0d32981ce4,,65.0,,,,33.967088,35.612454,,f812f4e7-83fc-499b-9aab-04b3ac93307f,4,142,422,145,1681290569000,1681290569000,2023
f812f4e7-83fc-499b-9aab-04b3ac93307f,9,1681293066000,LB,LBN,422,,12,,100,,Apple,12,9b014000-de8d-188e-9fa6-bb0d32981ce4,,65.0,,,,33.966984,35.612531,,f812f4e7-83fc-499b-9aab-04b3ac93307f,4,142,422,145,1681293066000,1681293066000,2023
f812f4e7-83fc-499b-9aab-04b3ac93307f,9,1681294357000,LB,LBN,422,,12,,100,,Apple,13,c5394000-2863-188f-ae19-b8ff61ac0b5f,,65.0,,,,33.966991,35.612592,,f812f4e7-83fc-499b-9aab-04b3ac93307f,4,142,422,145,1681294357000,1681294357000,2023
f812f4e7-83fc-499b-9aab-04b3ac93307f,9,1681295517000,LB,LBN,422,,12,,100,,Apple,13,c5394000-2863-188f-ae19-b8ff61ac0b5f,,65.0,,,,33.967209,35.612534,,f812f4e7-83fc-499b-9aab-04b3ac93307f,4,142,422,145,1681295517000,1681295517000,2023
f812f4e7-83fc-499b-9aab-04b3ac93307f,9,1681296664000,LB,LBN,422,,12,,100,,Apple,13,c5394000-2863-188f-ae19-b8ff61ac0b5f,,65.0,,,,33.967078,35.61237,,f812f4e7-83fc-499b-9aab-04b3ac93307f,4,142,422,145,1681296664000,1681296664000,2023
f812f4e7-83fc-499b-9aab-04b3ac93307f,9,1681299209000,LB,LBN,422,,12,,100,,Apple,14,f7414000-772f-188f-a3c7-b0db93db226d,,65.0,,,,33.967153,35.612409,,f812f4e7-83fc-499b-9aab-04b3ac93307f,4,142,422,145,1681299209000,1681299209000,2023
f812f4e7-83fc-499b-9aab-04b3ac93307f,9,1681300774000,LB,LBN,422,,12,,100,,Apple,14,f7414000-772f-188f-a3c7-b0db93db226d,,65.0,,,,33.967106,35.612592,,f812f4e7-83fc-499b-9aab-04b3ac93307f,4,142,422,145,1681300774000,1681300774000,2023
f812f4e7-83fc-499b-9aab-04b3ac93307f,9,1681302046000,LB,LBN,422,,12,,100,,Apple,15,92d94000-14b8-1890-9833-2e2433e194c4,,65.0,,,,33.967182,35.612537,,f812f4e7-83fc-499b-9aab-04b3ac93307f,4,142,422,145,1681302046000,1681302046000,2023
f812f4e7-83fc-499b-9aab-04b3ac93307f,9,1681303410000,LB,LBN,422,,12,,100,,Apple,15,92d94000-14b8-1890-9833-2e2433e194c4,,65.0,,,,33.967029,35.612452,,f812f4e7-83fc-499b-9aab-04b3ac93307f,4,142,422,145,1681303410000,1681303410000,2023
