,Device_ID_geo,Latitude,Longitude,Timestamp,Location_Name,Service_Provider_ID,DayOfWeek,Location,DayOfMonth,HourOfDay,Date
0,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88806,35.49264,2023-09-25 21:01:42,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Monday,"(33.888147432940386, 35.49271063576962)",25,21,2023-09-25
1,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.49262,2023-09-25 21:07:46,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Monday,"(33.888147432940386, 35.49271063576962)",25,21,2023-09-25
2,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88808,35.49269,2023-09-25 21:14:20,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Monday,"(33.888147432940386, 35.49271063576962)",25,21,2023-09-25
3,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.49267,2023-09-25 22:14:02,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Monday,"(33.888147432940386, 35.49271063576962)",25,22,2023-09-25
4,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88805,35.49269,2023-09-25 22:14:35,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Monday,"(33.888147432940386, 35.49271063576962)",25,22,2023-09-25
5,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88809,35.49271,2023-09-25 23:17:07,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Monday,"(33.888147432940386, 35.49271063576962)",25,23,2023-09-25
6,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88812,35.49264,2023-09-25 23:43:26,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Monday,"(33.888147432940386, 35.49271063576962)",25,23,2023-09-25
7,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.49268,2023-09-25 23:51:11,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Monday,"(33.888147432940386, 35.49271063576962)",25,23,2023-09-25
8,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.49262,2023-09-26 00:02:32,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Tuesday,"(33.888147432940386, 35.49271063576962)",26,0,2023-09-26
9,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.49262,2023-09-26 00:08:10,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Tuesday,"(33.888147432940386, 35.49271063576962)",26,0,2023-09-26
10,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88805,35.49267,2023-09-26 00:13:09,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Tuesday,"(33.888147432940386, 35.49271063576962)",26,0,2023-09-26
11,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88807,35.49264,2023-09-26 00:24:34,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Tuesday,"(33.888147432940386, 35.49271063576962)",26,0,2023-09-26
12,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.888,35.49264,2023-09-26 00:30:44,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Tuesday,"(33.888147432940386, 35.49271063576962)",26,0,2023-09-26
13,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.49268,2023-09-26 00:36:10,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Tuesday,"(33.888147432940386, 35.49271063576962)",26,0,2023-09-26
14,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88804,35.49267,2023-09-26 00:43:32,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Tuesday,"(33.888147432940386, 35.49271063576962)",26,0,2023-09-26
15,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88807,35.49264,2023-09-26 00:49:11,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Tuesday,"(33.888147432940386, 35.49271063576962)",26,0,2023-09-26
16,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88803,35.49262,2023-09-26 00:58:14,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Tuesday,"(33.888147432940386, 35.49271063576962)",26,0,2023-09-26
17,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88808,35.49265,2023-09-26 01:50:48,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Tuesday,"(33.888147432940386, 35.49271063576962)",26,1,2023-09-26
18,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88807,35.49262,2023-09-26 03:15:25,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Tuesday,"(33.888147432940386, 35.49271063576962)",26,3,2023-09-26
19,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88802,35.49266,2023-09-26 03:15:41,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Tuesday,"(33.888147432940386, 35.49271063576962)",26,3,2023-09-26
20,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88807,35.49263,2023-09-26 03:39:10,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Tuesday,"(33.888147432940386, 35.49271063576962)",26,3,2023-09-26
21,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,33.88809,35.4927,2023-09-26 03:47:54,9f4f2f17-feca-4e98-a2fb-582da75f2d3a,9,Tuesday,"(33.888147432940386, 35.49271063576962)",26,3,2023-09-26
