Unnamed: 0.1,device_id_x,location_latitude_x,location_longitude_x,usage_timeframe,location_name_x,service_provider_id_x,latitude_grid_x,longitude_grid_x,grid_x,provinance_x,country_x,city_x,lat_long_x,device_id_y,location_latitude_y,location_longitude_y,location_name_y,service_provider_id_y,latitude_grid_y,longitude_grid_y,grid_y,provinance_y,country_y,city_y,lat_long_y
23,e25d599e-c5c8-4e40-a810-880aaee58b88,25.12656,51.34122,1696147338000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.12656,51.34122,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
24,e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265547,51.341226,1696150212000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265547,51.341226,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
25,e25d599e-c5c8-4e40-a810-880aaee58b88,25.1266,51.34128,1696153270000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.1266,51.34128,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
26,e25d599e-c5c8-4e40-a810-880aaee58b88,25.12652,51.34124,1696153983000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.12652,51.34124,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
27,e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265545,51.341226,1696153984000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265545,51.341226,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
28,e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265561,51.3412268,1696155873000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265561,51.3412268,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
29,e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265561,51.3412268,1696161962000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265561,51.3412268,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
30,e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265566,51.3412261,1696167641000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265566,51.3412261,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
31,e25d599e-c5c8-4e40-a810-880aaee58b88,25.12655,51.34127,1696169003000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.12655,51.34127,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
32,e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265559,51.3412264,1696170836000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265559,51.3412264,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
33,e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265606,51.3412202,1696172536000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265606,51.3412202,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
34,e25d599e-c5c8-4e40-a810-880aaee58b88,25.12656,51.34118,1696172855000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.12656,51.34118,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
35,e25d599e-c5c8-4e40-a810-880aaee58b88,25.12659,51.34127,1696173195000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.12659,51.34127,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
36,e25d599e-c5c8-4e40-a810-880aaee58b88,25.12656,51.34118,1696175232000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.12656,51.34118,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
37,e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265562,51.3412266,1696175916000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265562,51.3412266,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
38,e25d599e-c5c8-4e40-a810-880aaee58b88,25.12656,51.34126,1696175923000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.12656,51.34126,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
39,e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265545,51.341226,1696176644000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265545,51.341226,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
40,e25d599e-c5c8-4e40-a810-880aaee58b88,25.12655,51.34122,1696177314000,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']",e25d599e-c5c8-4e40-a810-880aaee58b88,25.12655,51.34122,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9.0,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
